0.00012783	-16643012.05	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	1953.06,1953.06,1600.95,1553.85,1521,1525.19,1557.55,1610.97,1685.35,1776.21,1873.98,1969.07,2051.42,2111.88,2146.62,2157.24,2147.43,2121.09,2081.88,2033.24,1977.98,1918.57,1859.33,1808.23,1774.2,1758.19,1749.17,1714.49,1714.49,1569.53,1569.53,1569.53
0.00012783	-16640728.92	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2120.06,2120.06,1518.02,1438.18,1361.55,1343,1369.43,1430.47,1529.3,1660.99,1811.11,1964.6,2104.07,2211.43,2276.8,2300.4,2287.03,2242.4,2172.44,2083.49,1981.35,1871.9,1765.34,1677.96,1625.02,1605.33,1597.46,1548.94,1548.94,1309.33,1309.33,1309.33
0.00012783	-16639611.38	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2284.45,2284.45,1513.01,1421.82,1305.93,1261.13,1271.76,1325.2,1429.23,1579.85,1759.89,1951.15,2131.28,2274.75,2365.74,2402.3,2389.11,2332.26,2238.63,2116.75,1975.32,1824.24,1680.47,1568.02,1505.85,1488.9,1486.51,1433.25,1433.25,1107.79,1107.79,1107.79
0.00012783	-16638986.45	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2397.19,2397.19,1524.46,1441.66,1294.28,1225.91,1219.35,1260.18,1361.35,1520.28,1717.98,1934.48,2144.06,2315.24,2427.04,2475.43,2464.55,2399.97,2288.47,2140,1965.86,1780.24,1607.23,1477.63,1412.09,1401.01,1405.86,1352.03,1352.03,934.114,934.114,934.114
0.00012783	-16638611.22	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2461.64,2461.64,1533.96,1474,1302.45,1214.48,1191.89,1218.78,1313.64,1475.4,1683.66,1917.46,2148.76,2341.27,2469.72,2528.43,2521.02,2452.02,2327.34,2157.61,1956.3,1741.93,1545.72,1404.38,1338.93,1335.18,1348.02,1296.1,1296.1,769.849,769.849,769.849
0.00012783	-16638377.70	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2492.42,2492.42,1536.34,1508.55,1319,1215.5,1178.91,1192.05,1279.26,1440.98,1655.55,1901.47,2149.06,2358.08,2499.72,2567.18,2563.78,2492.81,2358.71,2172.16,1948.28,1709.75,1494.85,1345.41,1282.11,1286.47,1307.93,1260.54,1260.54,600.2,600.2,600.2
0.00012783	-16638233.15	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2503.38,2503.38,1531.27,1540.74,1338.16,1222.89,1174.57,1174.78,1254.04,1414.22,1632.51,1887.08,2147.09,2368.96,2520.95,2595.68,2596.47,2525.3,2384.77,2185.05,1942.39,1683.36,1453.14,1298.13,1238.32,1251.5,1282.71,1244.48,1244.48,414.767,414.767,414.767
0.00012783	-16638163.94	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2504.22,2504.22,1520.05,1568.83,1356.96,1233.25,1175.4,1163.75,1235.25,1393.18,1613.58,1874.45,2144.09,2376,2536.03,2616.69,2621.6,2551.52,2406.94,2197.07,1938.78,1662.23,1419.25,1260.57,1205.4,1228.69,1272.47,1254.56,1254.56,244.118,244.118,244.118
0.00012783	-16638213.75	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2500.84,2500.84,1504.24,1592.37,1373.93,1244.61,1179.3,1156.92,1221.08,1376.49,1597.99,1863.55,2140.76,2380.57,2546.77,2632.16,2640.99,2572.91,2426.16,2208.67,1937.41,1645.79,1392.16,1231.36,1182.21,1218.09,1280.63,1313.41,1313.41,144.892,144.892,144.892
0.00012783	-16638362.78	0,8.67966e-06,1.88327e-05,3.07092e-05,4.46017e-05,6.08525e-05,7.98619e-05,0.000102098,0.000128109,0.000158535,0.000194126,0.000235759,0.000284458,0.000341425,0.000408061,0.000486009,0.000577189,0.000683846,0.000808609,0.00095455,0.00112526,0.00132496,0.00155855,0.00183179,0.00215142,0.0025253,0.00296265,0.00347424,0.00407267,0.00477269,0.00559153,0.00654937,inf	2496.49,2496.49,1485.32,1611.6,1388.45,1255.85,1184.92,1152.91,1210.27,1363.12,1585.1,1854.21,2137.48,2383.5,2554.32,2643.36,2655.78,2590.26,2442.74,2219.58,1937.46,1632.65,1369.87,1207.95,1165.67,1216.18,1303.77,1434.99,1434.99,101.367,101.367,101.367
