time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.5345e-06	10790.5	1.79162	6262.17
1	1.5345e-06	3.10886e-06	10214	1545.41	14198.6
2	3.10886e-06	4.72521e-06	268.908	297.631	326.355
3	4.72521e-06	6.38584e-06	816.315	687.795	559.276
4	6.38584e-06	8.09326e-06	1838.69	1822.71	1806.73
5	8.09326e-06	9.85018e-06	3904.91	3808.34	3711.77
6	9.85018e-06	1.16596e-05	5806.85	5312.65	4818.45
7	1.16596e-05	1.35246e-05	7445.7	6382.98	5320.27
8	1.35246e-05	1.54489e-05	9021.23	7377.52	5733.82
9	1.54489e-05	1.74363e-05	10852.4	8620.47	6388.56
10	1.74363e-05	1.9491e-05	11141.9	9003.11	6864.32
11	1.9491e-05	2.16179e-05	11141.9	9003.11	6864.32
12	2.16179e-05	2.38221e-05	11731.3	9315.47	6899.64
13	2.38221e-05	2.61095e-05	11731.3	9315.47	6899.64
14	2.61095e-05	2.84867e-05	11560.8	8895.62	6230.4
15	2.84867e-05	3.09609e-05	11560.8	8895.62	6230.4
16	3.09609e-05	3.35404e-05	9898.77	7746.22	5593.67
17	3.35404e-05	3.62346e-05	9898.77	7746.22	5593.67
18	3.62346e-05	3.90541e-05	7796.95	6465.13	5133.32
19	3.90541e-05	4.20113e-05	7796.95	6465.13	5133.32
20	4.20113e-05	4.51201e-05	5785.62	5041.02	4296.41
21	4.51201e-05	4.83971e-05	5785.62	5041.02	4296.41
22	4.83971e-05	5.18614e-05	4270.68	3786.01	3301.33
23	5.18614e-05	5.55359e-05	4270.68	3786.01	3301.33
24	5.55359e-05	5.94475e-05	3128.75	2781.25	2433.75
25	5.94475e-05	6.36291e-05	3128.75	2781.25	2433.75
26	6.36291e-05	6.81208e-05	2357.13	2129.17	1901.21
27	6.81208e-05	7.29721e-05	2357.13	2129.17	1901.21
28	7.29721e-05	7.82458e-05	1848.32	1680.41	1512.51
29	7.82458e-05	8.40225e-05	1848.32	1680.41	1512.51
30	8.40225e-05	9.04084e-05	1511.29	1369.48	1227.68
31	9.04084e-05	9.75471e-05	1511.29	1369.48	1227.68
32	9.75471e-05	0.00010564	1305.52	1200.53	1095.55
33	0.00010564	0.000114983	1305.52	1200.53	1095.55
34	0.000114983	0.000126034	1401.91	1339.59	1277.27
35	0.000126034	0.000139558	1401.91	1339.59	1277.27
36	0.000139558	0.000156995	2344.99	2470.67	2596.35
37	0.000156995	0.00018157	2344.99	2470.67	2596.35
38	0.00018157	0.000223581	157.839	145.998	156.481
39	0.000223581	inf	157.839	145.998	156.481
