time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.84508e-06	0.000192322	3.32712	46.1704
1	1.84508e-06	3.73809e-06	3207.42	849.176	6429.34
2	3.73809e-06	5.68159e-06	607.011	24.2154	1759.37
3	5.68159e-06	7.67834e-06	1644.41	39.1602	1883.3
4	7.67834e-06	9.73135e-06	3642.75	95.3741	1435.52
5	9.73135e-06	1.18439e-05	7263.3	197.499	1431.59
6	1.18439e-05	1.40195e-05	11358.4	426.87	1253.38
7	1.40195e-05	1.6262e-05	14368.2	855.368	1291.16
8	1.6262e-05	1.85757e-05	15710.3	1533.51	1552.48
9	1.85757e-05	2.09654e-05	16371.2	2430.4	2001.05
10	2.09654e-05	2.3436e-05	14245.6	3411.26	2417.96
11	2.3436e-05	2.59934e-05	14245.6	3411.26	2417.96
12	2.59934e-05	2.86437e-05	11934.7	4083.37	2823.21
13	2.86437e-05	3.13941e-05	11934.7	4083.37	2823.21
14	3.13941e-05	3.42524e-05	9939.53	3954.6	2622.63
15	3.42524e-05	3.72274e-05	9939.53	3954.6	2622.63
16	3.72274e-05	4.0329e-05	7994.64	3299.65	2280.01
17	4.0329e-05	4.35685e-05	7994.64	3299.65	2280.01
18	4.35685e-05	4.69587e-05	6366.15	2637.88	2034.25
19	4.69587e-05	5.05144e-05	6366.15	2637.88	2034.25
20	5.05144e-05	5.42525e-05	4876.3	2120.13	1712.7
21	5.42525e-05	5.81927e-05	4876.3	2120.13	1712.7
22	5.81927e-05	6.23583e-05	3663.52	1727.23	1363.72
23	6.23583e-05	6.67764e-05	3663.52	1727.23	1363.72
24	6.67764e-05	7.14798e-05	2637.54	1441.03	1059.66
25	7.14798e-05	7.65077e-05	2637.54	1441.03	1059.66
26	7.65077e-05	8.19085e-05	1906.58	1290.25	887.335
27	8.19085e-05	8.77418e-05	1906.58	1290.25	887.335
28	8.77418e-05	9.40829e-05	1480.24	1162.34	844.44
29	9.40829e-05	0.000101029	1480.24	1162.34	844.44
30	0.000101029	0.000108707	1260.68	1055.12	849.559
31	0.000108707	0.000117291	1260.68	1055.12	849.559
32	0.000117291	0.000127022	1211.78	1067.19	922.609
33	0.000127022	0.000138256	1211.78	1067.19	922.609
34	0.000138256	0.000151543	1437.16	1358.29	1279.41
35	0.000151543	0.000167805	1437.16	1358.29	1279.41
36	0.000167805	0.000188771	2376.66	2359.29	2341.92
37	0.000188771	0.00021832	2376.66	2359.29	2341.92
38	0.00021832	0.000268834	152.845	135.62	155.153
39	0.000268834	inf	152.845	135.62	155.153
