time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.691e-06	1.43564e-05	0.138816	23862.3
1	1.691e-06	3.42592e-06	1947.69	673.909	18672.3
2	3.42592e-06	5.20712e-06	445.503	4.15524	1263.33
3	5.20712e-06	7.03712e-06	1015	61.0019	1390.86
4	7.03712e-06	8.91868e-06	2693.34	442.992	1584.64
5	8.91868e-06	1.08548e-05	5611.18	990.735	2440.25
6	1.08548e-05	1.28487e-05	9599.2	1725.61	2043.13
7	1.28487e-05	1.4904e-05	12979.1	2749.39	1884.05
8	1.4904e-05	1.70245e-05	14809.3	3956.86	2321.76
9	1.70245e-05	1.92145e-05	15784	5175.63	3380.35
10	1.92145e-05	2.14788e-05	14578.1	5891.28	4007.68
11	2.14788e-05	2.38226e-05	14578.1	5891.28	4007.68
12	2.38226e-05	2.62517e-05	12714.5	5943.05	4199.16
13	2.62517e-05	2.87724e-05	12714.5	5943.05	4199.16
14	2.87724e-05	3.13919e-05	10794.8	5315.91	3862.71
15	3.13919e-05	3.41185e-05	10794.8	5315.91	3862.71
16	3.41185e-05	3.69611e-05	8931.28	4485.89	3352.38
17	3.69611e-05	3.993e-05	8931.28	4485.89	3352.38
18	3.993e-05	4.30372e-05	7547.66	3832.15	2991.61
19	4.30372e-05	4.62959e-05	7547.66	3832.15	2991.61
20	4.62959e-05	4.97218e-05	5850.56	3240.59	2447.47
21	4.97218e-05	5.3333e-05	5850.56	3240.59	2447.47
22	5.3333e-05	5.71507e-05	4201.33	2663.46	1962.23
23	5.71507e-05	6.11998e-05	4201.33	2663.46	1962.23
24	6.11998e-05	6.55104e-05	2827.45	2161.7	1512.91
25	6.55104e-05	7.01185e-05	2827.45	2161.7	1512.91
26	7.01185e-05	7.50683e-05	2152.98	1753.32	1353.65
27	7.50683e-05	8.04144e-05	2152.98	1753.32	1353.65
28	8.04144e-05	8.62259e-05	1737.32	1477	1216.67
29	8.62259e-05	9.25918e-05	1737.32	1477	1216.67
30	9.25918e-05	9.96289e-05	1433.08	1249.83	1066.57
31	9.96289e-05	0.000107496	1433.08	1249.83	1066.57
32	0.000107496	0.000116414	1280.72	1151.13	1021.53
33	0.000116414	0.00012671	1280.72	1151.13	1021.53
34	0.00012671	0.000138888	1416	1341.14	1266.27
35	0.000138888	0.000153792	1416	1341.14	1266.27
36	0.000153792	0.000173006	2315.63	2290.43	2265.23
37	0.000173006	0.000200088	2315.63	2290.43	2265.23
38	0.000200088	0.000246383	163.172	145.637	164.708
39	0.000246383	inf	163.172	145.637	164.708
