time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.83233e-06	18779.3	46.749	0.00491262
1	1.83233e-06	3.71226e-06	10450.5	118.169	5117.02
2	3.71226e-06	5.64232e-06	4711.65	3.11975	2877.85
3	5.64232e-06	7.62527e-06	6738.46	23.3084	2443.95
4	7.62527e-06	9.66409e-06	9799.02	192.404	2060.09
5	9.66409e-06	1.1762e-05	12382.5	324.406	2040.26
6	1.1762e-05	1.39226e-05	15154.3	412.644	2000.25
7	1.39226e-05	1.61496e-05	17034.9	603.552	2236.46
8	1.61496e-05	1.84474e-05	18369.1	984.349	2457.08
9	1.84474e-05	2.08205e-05	20075.8	1608.87	2657.39
10	2.08205e-05	2.3274e-05	17992	2642.52	2294.08
11	2.3274e-05	2.58137e-05	17992	2642.52	2294.08
12	2.58137e-05	2.84457e-05	14736.8	3520.12	2326.21
13	2.84457e-05	3.11771e-05	14736.8	3520.12	2326.21
14	3.11771e-05	3.40156e-05	11753.3	3459.83	2520.34
15	3.40156e-05	3.69701e-05	11753.3	3459.83	2520.34
16	3.69701e-05	4.00502e-05	8971.72	2972.74	2496.76
17	4.00502e-05	4.32673e-05	8971.72	2972.74	2496.76
18	4.32673e-05	4.66341e-05	6887.18	2402.1	2273.03
19	4.66341e-05	5.01652e-05	6887.18	2402.1	2273.03
20	5.01652e-05	5.38775e-05	4963.7	1914	1833.19
21	5.38775e-05	5.77905e-05	4963.7	1914	1833.19
22	5.77905e-05	6.19272e-05	3509.66	1584.97	1443.89
23	6.19272e-05	6.63148e-05	3509.66	1584.97	1443.89
24	6.63148e-05	7.09857e-05	2473.78	1341.47	1145.93
25	7.09857e-05	7.59789e-05	2473.78	1341.47	1145.93
26	7.59789e-05	8.13423e-05	1846.95	1185.66	980.247
27	8.13423e-05	8.71353e-05	1846.95	1185.66	980.247
28	8.71353e-05	9.34326e-05	1468.1	1087.24	887.319
29	9.34326e-05	0.00010033	1468.1	1087.24	887.319
30	0.00010033	0.000107956	1208.62	1018.97	869.118
31	0.000107956	0.00011648	1208.62	1018.97	869.118
32	0.00011648	0.000126144	1159.81	1032.93	949.974
33	0.000126144	0.000137301	1159.81	1032.93	949.974
34	0.000137301	0.000150496	1418.35	1281.05	1254.85
35	0.000150496	0.000166645	1418.35	1281.05	1254.85
36	0.000166645	0.000187466	2436.18	2373.92	2311.65
37	0.000187466	0.000216811	2436.18	2373.92	2311.65
38	0.000216811	0.000266976	147.312	141.193	171.003
39	0.000266976	inf	147.312	141.193	171.003
