time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.86068e-06	8010.57	0.124106	6.39372e-05
1	1.86068e-06	3.76969e-06	7798.15	258.135	5488.17
2	3.76969e-06	5.72961e-06	367.257	26.9423	5330.46
3	5.72961e-06	7.74324e-06	1222.99	46.2744	1052.08
4	7.74324e-06	9.8136e-06	3123.14	130.636	1510.2
5	9.8136e-06	1.1944e-05	6081.54	277.134	2489.43
6	1.1944e-05	1.4138e-05	9354.55	520.484	2886.43
7	1.4138e-05	1.63995e-05	10789.7	878.342	2718.4
8	1.63995e-05	1.87328e-05	11162.7	1346.22	2405.98
9	1.87328e-05	2.11426e-05	11834.6	1950.58	2451.58
10	2.11426e-05	2.36341e-05	11113.1	2709.87	2719.65
11	2.36341e-05	2.62131e-05	11113.1	2709.87	2719.65
12	2.62131e-05	2.88858e-05	10343.3	3402.04	3041.66
13	2.88858e-05	3.16595e-05	10343.3	3402.04	3041.66
14	3.16595e-05	3.45419e-05	8946.45	3425.4	2941.63
15	3.45419e-05	3.7542e-05	8946.45	3425.4	2941.63
16	3.7542e-05	4.06698e-05	7174.27	3092.49	2483.87
17	4.06698e-05	4.39367e-05	7174.27	3092.49	2483.87
18	4.39367e-05	4.73556e-05	5839.31	2721.26	2017.13
19	4.73556e-05	5.09413e-05	5839.31	2721.26	2017.13
20	5.09413e-05	5.4711e-05	4517.17	2297.55	1596.66
21	5.4711e-05	5.86846e-05	4517.17	2297.55	1596.66
22	5.86846e-05	6.28853e-05	3256.56	1866.72	1346.36
23	6.28853e-05	6.73408e-05	3256.56	1866.72	1346.36
24	6.73408e-05	7.20839e-05	2360.55	1521.06	1154.69
25	7.20839e-05	7.71544e-05	2360.55	1521.06	1154.69
26	7.71544e-05	8.26008e-05	1847.74	1300.31	1065.42
27	8.26008e-05	8.84834e-05	1847.74	1300.31	1065.42
28	8.84834e-05	9.48781e-05	1499.76	1152.92	1021.56
29	9.48781e-05	0.000101883	1499.76	1152.92	1021.56
30	0.000101883	0.000109626	1264.99	1044.06	975.244
31	0.000109626	0.000118282	1264.99	1044.06	975.244
32	0.000118282	0.000128096	1189.66	1043.01	996.183
33	0.000128096	0.000139425	1189.66	1043.01	996.183
34	0.000139425	0.000152824	1364.67	1319.85	1275.03
35	0.000152824	0.000169223	1364.67	1319.85	1275.03
36	0.000169223	0.000190366	2376.36	2358.13	2339.9
37	0.000190366	0.000220165	2376.36	2358.13	2339.9
38	0.000220165	0.000271106	148.638	133.114	156.517
39	0.000271106	inf	148.638	133.114	156.517
