time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.94575e-06	9551.06	0.0161508	2349.86
1	1.94575e-06	3.94204e-06	6449.7	279.092	9496.06
2	3.94204e-06	5.99157e-06	694.393	38.1224	2062.73
3	5.99157e-06	8.09726e-06	1432.19	40.7843	1258.75
4	8.09726e-06	1.02623e-05	3072.14	110.779	1268.32
5	1.02623e-05	1.24901e-05	6424.49	201.68	1224.03
6	1.24901e-05	1.47843e-05	9795.94	326.794	677.91
7	1.47843e-05	1.71492e-05	11122.9	545.563	431.184
8	1.71492e-05	1.95892e-05	11478.2	922.564	426.006
9	1.95892e-05	2.21092e-05	11716.7	1432.09	596.633
10	2.21092e-05	2.47146e-05	10845.7	2004.01	967.998
11	2.47146e-05	2.74115e-05	10845.7	2004.01	967.998
12	2.74115e-05	3.02065e-05	10142.6	2355.8	1446.98
13	3.02065e-05	3.31069e-05	10142.6	2355.8	1446.98
14	3.31069e-05	3.61211e-05	9019.3	2276.41	1622.71
15	3.61211e-05	3.92584e-05	9019.3	2276.41	1622.71
16	3.92584e-05	4.25293e-05	7112.73	2036.42	1482.24
17	4.25293e-05	4.59455e-05	7112.73	2036.42	1482.24
18	4.59455e-05	4.95207e-05	5270.25	1876.72	1354.86
19	4.95207e-05	5.32704e-05	5270.25	1876.72	1354.86
20	5.32704e-05	5.72124e-05	3716.07	1706.51	1258.59
21	5.72124e-05	6.13676e-05	3716.07	1706.51	1258.59
22	6.13676e-05	6.57604e-05	2666.13	1528.73	1190.33
23	6.57604e-05	7.04196e-05	2666.13	1528.73	1190.33
24	7.04196e-05	7.53796e-05	1974.35	1335.05	1072.18
25	7.53796e-05	8.06819e-05	1974.35	1335.05	1072.18
26	8.06819e-05	8.63773e-05	1606.71	1191.41	990.349
27	8.63773e-05	9.25288e-05	1606.71	1191.41	990.349
28	9.25288e-05	9.92159e-05	1403.78	1099.76	951.318
29	9.92159e-05	0.000106541	1403.78	1099.76	951.318
30	0.000106541	0.000114638	1263.3	1042.98	925.516
31	0.000114638	0.00012369	1263.3	1042.98	925.516
32	0.00012369	0.000133952	1168.98	1084.6	1000.22
33	0.000133952	0.000145799	1168.98	1084.6	1000.22
34	0.000145799	0.000159811	1377.11	1392.81	1408.51
35	0.000159811	0.00017696	1377.11	1392.81	1408.51
36	0.00017696	0.00019907	2460.52	2422.64	2384.76
37	0.00019907	0.000230231	2460.52	2422.64	2384.76
38	0.000230231	0.000283501	150.403	126.341	150.315
39	0.000283501	inf	150.403	126.341	150.315
