time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.81221e-06	0.000910762	19.3297	38.7347
1	1.81221e-06	3.6715e-06	2817.58	684.615	6096.75
2	3.6715e-06	5.58038e-06	306.8	5.5659	2460.48
3	5.58038e-06	7.54156e-06	1139.57	14.0724	1550.54
4	7.54156e-06	9.55799e-06	3348.44	74.6664	2059.82
5	9.55799e-06	1.16329e-05	7387.4	276.588	3550.15
6	1.16329e-05	1.37697e-05	11760.9	673.296	3279.21
7	1.37697e-05	1.59723e-05	14257.2	1239.71	2452.48
8	1.59723e-05	1.82448e-05	15321.9	1900.88	2151.27
9	1.82448e-05	2.05919e-05	16152.1	2587.68	2363.64
10	2.05919e-05	2.30185e-05	13961.1	3143.42	2445.28
11	2.30185e-05	2.55303e-05	13961.1	3143.42	2445.28
12	2.55303e-05	2.81334e-05	11411.2	3675.41	3081.09
13	2.81334e-05	3.08349e-05	11411.2	3675.41	3081.09
14	3.08349e-05	3.36422e-05	9629.62	3967.78	3425.11
15	3.36422e-05	3.65642e-05	9629.62	3967.78	3425.11
16	3.65642e-05	3.96106e-05	8026.36	3745.99	3132.78
17	3.96106e-05	4.27924e-05	8026.36	3745.99	3132.78
18	4.27924e-05	4.61222e-05	6816.18	3175.68	2797.38
19	4.61222e-05	4.96145e-05	6816.18	3175.68	2797.38
20	4.96145e-05	5.3286e-05	5406.83	2500.73	2254.41
21	5.3286e-05	5.71561e-05	5406.83	2500.73	2254.41
22	5.71561e-05	6.12474e-05	3954.47	1983.42	1714.97
23	6.12474e-05	6.55868e-05	3954.47	1983.42	1714.97
24	6.55868e-05	7.02064e-05	2783.64	1600.21	1281.26
25	7.02064e-05	7.51448e-05	2783.64	1600.21	1281.26
26	7.51448e-05	8.04494e-05	2044.1	1369.82	1060.82
27	8.04494e-05	8.61787e-05	2044.1	1369.82	1060.82
28	8.61787e-05	9.24069e-05	1556.25	1231.42	923.514
29	9.24069e-05	9.92291e-05	1556.25	1231.42	923.514
30	9.92291e-05	0.000106771	1265.31	1090.35	915.392
31	0.000106771	0.000115201	1265.31	1090.35	915.392
32	0.000115201	0.000124759	1144.07	1067.41	990.758
33	0.000124759	0.000135793	1144.07	1067.41	990.758
34	0.000135793	0.000148844	1329.65	1321.66	1313.67
35	0.000148844	0.000164816	1329.65	1321.66	1313.67
36	0.000164816	0.000185408	2322.7	2403.92	2485.14
37	0.000185408	0.00021443	2322.7	2403.92	2485.14
38	0.00021443	0.000264045	159.108	134.163	147.56
39	0.000264045	inf	159.108	134.163	147.56
