time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.90031e-06	11948.9	112.121	7.06101e-07
1	1.90031e-06	3.84999e-06	11572.7	227.82	4143.18
2	3.84999e-06	5.85166e-06	3786	0.230363	6327.45
3	5.85166e-06	7.90818e-06	6374.32	0.457919	1250.59
4	7.90818e-06	1.00226e-05	10833.4	7.09952	965.594
5	1.00226e-05	1.21984e-05	12957.6	46.721	1372.35
6	1.21984e-05	1.44391e-05	15219.7	181.833	1159.18
7	1.44391e-05	1.67488e-05	17323.9	462.548	1058.69
8	1.67488e-05	1.91318e-05	19021.2	892.439	1127.5
9	1.91318e-05	2.15929e-05	20302.5	1430.07	1254.88
10	2.15929e-05	2.41375e-05	17389.5	2065.96	1204.96
11	2.41375e-05	2.67714e-05	17389.5	2065.96	1204.96
12	2.67714e-05	2.95011e-05	13537.1	2464.21	1431.21
13	2.95011e-05	3.23338e-05	13537.1	2464.21	1431.21
14	3.23338e-05	3.52777e-05	10763.1	2456.04	1700.41
15	3.52777e-05	3.83417e-05	10763.1	2456.04	1700.41
16	3.83417e-05	4.15362e-05	8286.54	2257.11	1767.31
17	4.15362e-05	4.48726e-05	8286.54	2257.11	1767.31
18	4.48726e-05	4.83644e-05	6261.2	1993.17	1551.26
19	4.83644e-05	5.20265e-05	6261.2	1993.17	1551.26
20	5.20265e-05	5.58764e-05	4598.96	1679.56	1137.72
21	5.58764e-05	5.99346e-05	4598.96	1679.56	1137.72
22	5.99346e-05	6.42249e-05	3396.64	1413.46	848.469
23	6.42249e-05	6.87752e-05	3396.64	1413.46	848.469
24	6.87752e-05	7.36194e-05	2484.39	1201.94	738.399
25	7.36194e-05	7.87979e-05	2484.39	1201.94	738.399
26	7.87979e-05	8.43603e-05	1880.44	1082.86	774.236
27	8.43603e-05	9.03682e-05	1880.44	1082.86	774.236
28	9.03682e-05	9.68991e-05	1461.51	1014.19	877.343
29	9.68991e-05	0.000104053	1461.51	1014.19	877.343
30	0.000104053	0.000111961	1191.38	967.338	951.84
31	0.000111961	0.000120802	1191.38	967.338	951.84
32	0.000120802	0.000130824	1123.48	988.146	1013.46
33	0.000130824	0.000142395	1123.48	988.146	1013.46
34	0.000142395	0.000156079	1351.02	1265.19	1321.01
35	0.000156079	0.000172828	1351.02	1265.19	1321.01
36	0.000172828	0.000194421	2327.62	2423.06	2518.51
37	0.000194421	0.000224855	2327.62	2423.06	2518.51
38	0.000224855	0.000276881	143.212	136.701	160.706
39	0.000276881	inf	143.212	136.701	160.706
