time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.97822e-06	3.67769e-05	0.0775454	1191.45
1	1.97822e-06	4.00784e-06	395.506	428.66	17144
2	4.00784e-06	6.09158e-06	747.762	1.65844	6911.22
3	6.09158e-06	8.23241e-06	2096.77	4.25746	1607.8
4	8.23241e-06	1.04336e-05	5242	33.1218	976.285
5	1.04336e-05	1.26985e-05	9681.76	115.217	1819.36
6	1.26985e-05	1.50311e-05	14084.2	299.468	2041.3
7	1.50311e-05	1.74355e-05	15929.3	544.834	1838.67
8	1.74355e-05	1.99162e-05	16141.2	759.731	1791.85
9	1.99162e-05	2.24782e-05	16407.3	928.417	1974.62
10	2.24782e-05	2.51271e-05	13478.5	1057.79	1676.47
11	2.51271e-05	2.7869e-05	13478.5	1057.79	1676.47
12	2.7869e-05	3.07106e-05	10562.9	1233.43	1522.29
13	3.07106e-05	3.36595e-05	10562.9	1233.43	1522.29
14	3.36595e-05	3.6724e-05	8409.7	1323.76	1596.74
15	3.6724e-05	3.99137e-05	8409.7	1323.76	1596.74
16	3.99137e-05	4.32391e-05	6767.08	1259.13	1593.6
17	4.32391e-05	4.67124e-05	6767.08	1259.13	1593.6
18	4.67124e-05	5.03473e-05	5437.52	1161.47	1521.18
19	5.03473e-05	5.41595e-05	5437.52	1161.47	1521.18
20	5.41595e-05	5.81674e-05	4070.54	1070.04	1275.45
21	5.81674e-05	6.23919e-05	4070.54	1070.04	1275.45
22	6.23919e-05	6.6858e-05	2956.36	1021.79	1084.47
23	6.6858e-05	7.1595e-05	2956.36	1021.79	1084.47
24	7.1595e-05	7.66377e-05	2168.38	1001.23	977.446
25	7.66377e-05	8.20285e-05	2168.38	1001.23	977.446
26	8.20285e-05	8.7819e-05	1709.69	998.243	985.491
27	8.7819e-05	9.40732e-05	1709.69	998.243	985.491
28	9.40732e-05	0.000100872	1441.07	985.586	1030.25
29	0.000100872	0.000108319	1441.07	985.586	1030.25
30	0.000108319	0.000116551	1287.03	968.038	1042.81
31	0.000116551	0.000125754	1287.03	968.038	1042.81
32	0.000125754	0.000136188	1248.56	1033.74	1099.17
33	0.000136188	0.000148233	1248.56	1033.74	1099.17
34	0.000148233	0.000162479	1463.62	1359.41	1491.68
35	0.000162479	0.000179914	1463.62	1359.41	1491.68
36	0.000179914	0.000202392	2294.18	2463.2	2632.21
37	0.000202392	0.000234074	2294.18	2463.2	2632.21
38	0.000234074	0.000288233	153.607	131.852	150.426
39	0.000288233	inf	153.607	131.852	150.426
