time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.98377e-06	11770.1	180.231	1287.35
1	1.98377e-06	4.01908e-06	7135.55	45.7136	13039.7
2	4.01908e-06	6.10867e-06	475.807	54.3119	4670.08
3	6.10867e-06	8.25551e-06	1582.49	88.0153	1494.08
4	8.25551e-06	1.04628e-05	3125.45	145.302	1859.53
5	1.04628e-05	1.27342e-05	6323.06	233.002	3253.06
6	1.27342e-05	1.50733e-05	10316.8	431.37	2526.06
7	1.50733e-05	1.74844e-05	11585.1	671.983	1633.27
8	1.74844e-05	1.99721e-05	11507.8	898.72	1323.08
9	1.99721e-05	2.25413e-05	12138.8	1127.86	1419.42
10	2.25413e-05	2.51976e-05	11584.6	1222.32	1540.83
11	2.51976e-05	2.79472e-05	11584.6	1222.32	1540.83
12	2.79472e-05	3.07968e-05	10639.6	1238.93	1674.46
13	3.07968e-05	3.37539e-05	10639.6	1238.93	1674.46
14	3.37539e-05	3.68271e-05	8494.96	1271.28	1699.32
15	3.68271e-05	4.00257e-05	8494.96	1271.28	1699.32
16	4.00257e-05	4.33604e-05	6199.23	1268.01	1626.55
17	4.33604e-05	4.68434e-05	6199.23	1268.01	1626.55
18	4.68434e-05	5.04885e-05	4618.83	1199.45	1504.01
19	5.04885e-05	5.43115e-05	4618.83	1199.45	1504.01
20	5.43115e-05	5.83305e-05	3428.87	1072.4	1293.23
21	5.83305e-05	6.2567e-05	3428.87	1072.4	1293.23
22	6.2567e-05	6.70456e-05	2498.23	1003.24	1082.45
23	6.70456e-05	7.17958e-05	2498.23	1003.24	1082.45
24	7.17958e-05	7.68528e-05	1888.87	974.415	940.887
25	7.68528e-05	8.22587e-05	1888.87	974.415	940.887
26	8.22587e-05	8.80654e-05	1591.89	993.428	913.536
27	8.80654e-05	9.43371e-05	1591.89	993.428	913.536
28	9.43371e-05	0.000101155	1451.5	1023.23	961.039
29	0.000101155	0.000108623	1451.5	1023.23	961.039
30	0.000108623	0.000116878	1310.83	1036.09	1017.7
31	0.000116878	0.000126107	1310.83	1036.09	1017.7
32	0.000126107	0.00013657	1233.92	1088.01	1127.08
33	0.00013657	0.000148649	1233.92	1088.01	1127.08
34	0.000148649	0.000162934	1466.5	1354.53	1545.31
35	0.000162934	0.000180419	1466.5	1354.53	1545.31
36	0.000180419	0.00020296	2376.75	2498.89	2621.03
37	0.00020296	0.00023473	2376.75	2498.89	2621.03
38	0.00023473	0.000289042	137.114	124.863	141.512
39	0.000289042	inf	137.114	124.863	141.512
