time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.77121e-06	3.33548e-07	7.3878	705.747
1	1.77121e-06	3.58844e-06	203.619	508.15	6420.56
2	3.58844e-06	5.45413e-06	605.559	12.3704	3507.87
3	5.45413e-06	7.37094e-06	1304.28	88.771	1084.19
4	7.37094e-06	9.34176e-06	3618	440.769	988.892
5	9.34176e-06	1.13697e-05	7048.15	921.31	1591.86
6	1.13697e-05	1.34582e-05	10904.9	1582.93	1384.17
7	1.34582e-05	1.5611e-05	13631.5	2299.46	1164.72
8	1.5611e-05	1.78321e-05	14978	3007.87	1225.13
9	1.78321e-05	2.0126e-05	16044	3750.81	1667.34
10	2.0126e-05	2.24977e-05	14886	4269.97	2400.45
11	2.24977e-05	2.49527e-05	14886	4269.97	2400.45
12	2.49527e-05	2.7497e-05	12295.4	4793.09	3372.38
13	2.7497e-05	3.01372e-05	12295.4	4793.09	3372.38
14	3.01372e-05	3.28811e-05	10126.1	4818.58	3365.35
15	3.28811e-05	3.5737e-05	10126.1	4818.58	3365.35
16	3.5737e-05	3.87144e-05	8596.57	4267.22	2785.98
17	3.87144e-05	4.18242e-05	8596.57	4267.22	2785.98
18	4.18242e-05	4.50787e-05	6965.23	3600.97	2397.43
19	4.50787e-05	4.84921e-05	6965.23	3600.97	2397.43
20	4.84921e-05	5.20805e-05	5173.62	2886.95	1986.16
21	5.20805e-05	5.5863e-05	5173.62	2886.95	1986.16
22	5.5863e-05	5.98618e-05	3787.32	2272.45	1626.85
23	5.98618e-05	6.4103e-05	3787.32	2272.45	1626.85
24	6.4103e-05	6.86181e-05	2807.54	1772.77	1296.16
25	6.86181e-05	7.34448e-05	2807.54	1772.77	1296.16
26	7.34448e-05	7.86293e-05	2164.61	1464.54	1096.37
27	7.86293e-05	8.4229e-05	2164.61	1464.54	1096.37
28	8.4229e-05	9.03163e-05	1729.97	1256.02	982.829
29	9.03163e-05	9.69841e-05	1729.97	1256.02	982.829
30	9.69841e-05	0.000104355	1395.59	1104.25	919.808
31	0.000104355	0.000112595	1395.59	1104.25	919.808
32	0.000112595	0.000121937	1193.52	1074.41	955.306
33	0.000121937	0.000132721	1193.52	1074.41	955.306
34	0.000132721	0.000145476	1339.67	1322.65	1305.63
35	0.000145476	0.000161087	1339.67	1322.65	1305.63
36	0.000161087	0.000181213	2152.67	2297.2	2441.72
37	0.000181213	0.000209579	2152.67	2297.2	2441.72
38	0.000209579	0.000258071	161.796	144.174	166.243
39	0.000258071	inf	161.796	144.174	166.243
