time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.83745e-06	4426.55	19.0942	479.753
1	1.83745e-06	3.72264e-06	24090.1	308.105	1174.86
2	3.72264e-06	5.6581e-06	1381.89	3.12459	2154.21
3	5.6581e-06	7.6466e-06	4385.02	7.87352	3142.86
4	7.6466e-06	9.69111e-06	8227.02	49.7973	2020.18
5	9.69111e-06	1.17949e-05	12153	184.337	1872.18
6	1.17949e-05	1.39615e-05	16089.6	426.545	1752.23
7	1.39615e-05	1.61948e-05	18678.8	755.817	1737.11
8	1.61948e-05	1.84989e-05	19910.3	1227.12	1954.61
9	1.84989e-05	2.08787e-05	21001.6	1873.07	2506.69
10	2.08787e-05	2.33391e-05	17489.9	2656.28	2607.15
11	2.33391e-05	2.58859e-05	17489.9	2656.28	2607.15
12	2.58859e-05	2.85253e-05	13698.2	3317.24	2673.51
13	2.85253e-05	3.12643e-05	13698.2	3317.24	2673.51
14	3.12643e-05	3.41108e-05	10885.8	3397.48	2619.66
15	3.41108e-05	3.70734e-05	10885.8	3397.48	2619.66
16	3.70734e-05	4.01622e-05	8505.33	3015.42	2506.46
17	4.01622e-05	4.33883e-05	8505.33	3015.42	2506.46
18	4.33883e-05	4.67646e-05	6738.61	2546.02	2330.78
19	4.67646e-05	5.03055e-05	6738.61	2546.02	2330.78
20	5.03055e-05	5.40282e-05	5098.33	2073.61	1873.02
21	5.40282e-05	5.79521e-05	5098.33	2073.61	1873.02
22	5.79521e-05	6.21004e-05	3671.87	1668.54	1553.78
23	6.21004e-05	6.65003e-05	3671.87	1668.54	1553.78
24	6.65003e-05	7.11842e-05	2619.74	1333.82	1286.74
25	7.11842e-05	7.61914e-05	2619.74	1333.82	1286.74
26	7.61914e-05	8.15698e-05	1978.81	1115.95	1094.74
27	8.15698e-05	8.7379e-05	1978.81	1115.95	1094.74
28	8.7379e-05	9.36939e-05	1538.04	992.917	949.302
29	9.36939e-05	0.000100611	1538.04	992.917	949.302
30	0.000100611	0.000108258	1234.35	938.746	854.948
31	0.000108258	0.000116806	1234.35	938.746	854.948
32	0.000116806	0.000126497	1085.31	981.997	880.79
33	0.000126497	0.000137684	1085.31	981.997	880.79
34	0.000137684	0.000150917	1286.38	1253.58	1220.79
35	0.000150917	0.000167111	1286.38	1253.58	1220.79
36	0.000167111	0.00018799	2457.93	2420.66	2383.39
37	0.00018799	0.000217417	2457.93	2420.66	2383.39
38	0.000217417	0.000267722	145.277	136.392	166.175
39	0.000267722	inf	145.277	136.392	166.175
