time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.92146e-06	6818.79	0.0270224	17121.1
1	1.92146e-06	3.89283e-06	10268.9	293.483	20475.2
2	3.89283e-06	5.91678e-06	4840.86	6.01128	5010.35
3	5.91678e-06	7.99619e-06	7794.95	21.1055	6213.61
4	7.99619e-06	1.01342e-05	11398.5	75.8314	3757.83
5	1.01342e-05	1.23341e-05	15385.7	164.362	3700.7
6	1.23341e-05	1.45998e-05	17351.5	311.31	2302.73
7	1.45998e-05	1.69352e-05	17872.8	477.336	1419.2
8	1.69352e-05	1.93447e-05	18241.3	639.352	1069.68
9	1.93447e-05	2.18332e-05	19380	825.455	1069.84
10	2.18332e-05	2.44061e-05	16874.8	983.645	1120.61
11	2.44061e-05	2.70693e-05	16874.8	983.645	1120.61
12	2.70693e-05	2.98294e-05	13510.3	1058.1	1424.03
13	2.98294e-05	3.26937e-05	13510.3	1058.1	1424.03
14	3.26937e-05	3.56703e-05	10223.3	1114.88	1596.49
15	3.56703e-05	3.87684e-05	10223.3	1114.88	1596.49
16	3.87684e-05	4.19984e-05	7617.6	1176.11	1590.5
17	4.19984e-05	4.5372e-05	7617.6	1176.11	1590.5
18	4.5372e-05	4.89026e-05	5754.81	1213.53	1590.64
19	4.89026e-05	5.26054e-05	5754.81	1213.53	1590.64
20	5.26054e-05	5.64982e-05	4261.86	1162.82	1463.74
21	5.64982e-05	6.06016e-05	4261.86	1162.82	1463.74
22	6.06016e-05	6.49396e-05	3156.25	1031.99	1271.18
23	6.49396e-05	6.95406e-05	3156.25	1031.99	1271.18
24	6.95406e-05	7.44386e-05	2289.55	910.301	1137.19
25	7.44386e-05	7.96748e-05	2289.55	910.301	1137.19
26	7.96748e-05	8.52991e-05	1726.95	847.866	1067.99
27	8.52991e-05	9.13738e-05	1726.95	847.866	1067.99
28	9.13738e-05	9.79774e-05	1359.79	842.509	996.1
29	9.79774e-05	0.000105211	1359.79	842.509	996.1
30	0.000105211	0.000113207	1154.65	883.403	967.657
31	0.000113207	0.000122146	1154.65	883.403	967.657
32	0.000122146	0.00013228	1087.73	1005.16	1088.66
33	0.00013228	0.000143979	1087.73	1005.16	1088.66
34	0.000143979	0.000157816	1321.92	1367.81	1510.66
35	0.000157816	0.000174751	1321.92	1367.81	1510.66
36	0.000174751	0.000196585	2319.86	2418.03	2654.2
37	0.000196585	0.000227357	2319.86	2418.03	2654.2
38	0.000227357	0.000279962	151.28	134.722	170.156
39	0.000279962	inf	151.28	134.722	170.156
