time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.6745e-06	7059.32	0.018657	15684.8
1	1.6745e-06	3.3925e-06	11385.9	29.7784	15426.5
2	3.3925e-06	5.15631e-06	136.967	129.987	1410.54
3	5.15631e-06	6.96846e-06	506.733	485.972	2301.8
4	6.96846e-06	8.83165e-06	1872.06	1244.21	2196.8
5	8.83165e-06	1.07489e-05	4397.78	2128.65	2058.4
6	1.07489e-05	1.27233e-05	7789.94	3119.93	1700.65
7	1.27233e-05	1.47585e-05	9681.45	4070.6	1698.03
8	1.47585e-05	1.68584e-05	10120.9	4932.79	2160.87
9	1.68584e-05	1.90271e-05	10527.3	5775.58	3191.3
10	1.90271e-05	2.12693e-05	10508.5	6121.49	4180.62
11	2.12693e-05	2.35902e-05	10508.5	6121.49	4180.62
12	2.35902e-05	2.59955e-05	10696.7	6141.79	4339.16
13	2.59955e-05	2.84916e-05	10696.7	6141.79	4339.16
14	2.84916e-05	3.10856e-05	10516.8	5799.35	3802.3
15	3.10856e-05	3.37856e-05	10516.8	5799.35	3802.3
16	3.37856e-05	3.66004e-05	8969.35	5087.92	3413.66
17	3.66004e-05	3.95404e-05	8969.35	5087.92	3413.66
18	3.95404e-05	4.26172e-05	7048.47	4349.98	3146.39
19	4.26172e-05	4.58442e-05	7048.47	4349.98	3146.39
20	4.58442e-05	4.92367e-05	5243.46	3460.01	2547.75
21	4.92367e-05	5.28126e-05	5243.46	3460.01	2547.75
22	5.28126e-05	5.6593e-05	3780.06	2726.12	1974.57
23	5.6593e-05	6.06027e-05	3780.06	2726.12	1974.57
24	6.06027e-05	6.48712e-05	2713.25	2147.72	1582.19
25	6.48712e-05	6.94344e-05	2713.25	2147.72	1582.19
26	6.94344e-05	7.43358e-05	2119.37	1770.91	1422.45
27	7.43358e-05	7.96298e-05	2119.37	1770.91	1422.45
28	7.96298e-05	8.53846e-05	1751.73	1520.32	1288.91
29	8.53846e-05	9.16884e-05	1751.73	1520.32	1288.91
30	9.16884e-05	9.86568e-05	1506.21	1327.32	1148.43
31	9.86568e-05	0.000106447	1506.21	1327.32	1148.43
32	0.000106447	0.000115279	1356.9	1201.38	1045.86
33	0.000115279	0.000125474	1356.9	1201.38	1045.86
34	0.000125474	0.000137533	1428.12	1335.04	1241.96
35	0.000137533	0.000152291	1428.12	1335.04	1241.96
36	0.000152291	0.000171318	2235.97	2320.3	2404.63
37	0.000171318	0.000198135	2235.97	2320.3	2404.63
38	0.000198135	0.000243979	161.503	152.588	160.746
39	0.000243979	inf	161.503	152.588	160.746
