time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.91908e-06	0.0272772	7.64611	15.3099
1	1.91908e-06	3.88802e-06	1794.02	725.838	4494.27
2	3.88802e-06	5.90947e-06	407.008	8.25988	7355.77
3	5.90947e-06	7.9863e-06	1633.77	6.5124	763.533
4	7.9863e-06	1.01217e-05	4522.51	23.6699	692.974
5	1.01217e-05	1.23189e-05	8304.56	75.557	1514.67
6	1.23189e-05	1.45817e-05	12816.3	209.945	1239.52
7	1.45817e-05	1.69142e-05	15612.1	484.516	836.33
8	1.69142e-05	1.93208e-05	16390.5	958.065	828.179
9	1.93208e-05	2.18062e-05	16598.4	1632.18	1079.07
10	2.18062e-05	2.4376e-05	13925.4	2407.18	1302.41
11	2.4376e-05	2.70359e-05	13925.4	2407.18	1302.41
12	2.70359e-05	2.97925e-05	10844.2	2814.11	1724.81
13	2.97925e-05	3.26533e-05	10844.2	2814.11	1724.81
14	3.26533e-05	3.56262e-05	8709	2682.16	1817.6
15	3.56262e-05	3.87205e-05	8709	2682.16	1817.6
16	3.87205e-05	4.19465e-05	7221.23	2338.47	1583.74
17	4.19465e-05	4.53159e-05	7221.23	2338.47	1583.74
18	4.53159e-05	4.88421e-05	5957.6	1992.57	1448.77
19	4.88421e-05	5.25404e-05	5957.6	1992.57	1448.77
20	5.25404e-05	5.64284e-05	4609.32	1664.89	1254.86
21	5.64284e-05	6.05267e-05	4609.32	1664.89	1254.86
22	6.05267e-05	6.48593e-05	3450.19	1431.04	1005.81
23	6.48593e-05	6.94546e-05	3450.19	1431.04	1005.81
24	6.94546e-05	7.43466e-05	2503.69	1256.91	835
25	7.43466e-05	7.95763e-05	2503.69	1256.91	835
26	7.95763e-05	8.51937e-05	1876.19	1151.6	783.861
27	8.51937e-05	9.12609e-05	1876.19	1151.6	783.861
28	9.12609e-05	9.78563e-05	1472.37	1068.19	800.023
29	9.78563e-05	0.000105081	1472.37	1068.19	800.023
30	0.000105081	0.000113067	1173.54	1007.94	857.127
31	0.000113067	0.000121995	1173.54	1007.94	857.127
32	0.000121995	0.000132117	1064.22	1021.33	978.432
33	0.000132117	0.000143801	1064.22	1021.33	978.432
34	0.000143801	0.000157621	1307.73	1324.91	1342.1
35	0.000157621	0.000174535	1307.73	1324.91	1342.1
36	0.000174535	0.000196342	2483.24	2468.68	2454.13
37	0.000196342	0.000227076	2483.24	2468.68	2454.13
38	0.000227076	0.000279616	150.741	127.923	146.771
39	0.000279616	inf	150.741	127.923	146.771
