time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.94361e-06	13206.2	0.0524817	535.349
1	1.94361e-06	3.93771e-06	9540.19	287.527	9143.71
2	3.93771e-06	5.98499e-06	754.022	11.1662	3979.86
3	5.98499e-06	8.08837e-06	1129.19	10.8016	3259.16
4	8.08837e-06	1.0251e-05	3001.26	35.1765	4080.25
5	1.0251e-05	1.24763e-05	6465.7	95.1308	4665.27
6	1.24763e-05	1.47681e-05	9656.84	217.238	3151.35
7	1.47681e-05	1.71304e-05	10703.9	403.719	2185.7
8	1.71304e-05	1.95677e-05	11112.8	677.462	1907.36
9	1.95677e-05	2.20849e-05	12306	1065.42	2110.98
10	2.20849e-05	2.46875e-05	11702.4	1531.33	2338.86
11	2.46875e-05	2.73814e-05	11702.4	1531.33	2338.86
12	2.73814e-05	3.01733e-05	10366.6	1953.94	2282.64
13	3.01733e-05	3.30706e-05	10366.6	1953.94	2282.64
14	3.30706e-05	3.60815e-05	8661.28	2066.71	1965.87
15	3.60815e-05	3.92153e-05	8661.28	2066.71	1965.87
16	3.92153e-05	4.24826e-05	6793.26	1893.76	1819.9
17	4.24826e-05	4.5895e-05	6793.26	1893.76	1819.9
18	4.5895e-05	4.94663e-05	5185.64	1707.54	1822.15
19	4.94663e-05	5.32119e-05	5185.64	1707.54	1822.15
20	5.32119e-05	5.71496e-05	3708.73	1522.41	1757.86
21	5.71496e-05	6.13002e-05	3708.73	1522.41	1757.86
22	6.13002e-05	6.56882e-05	2704.53	1353.45	1548.09
23	6.56882e-05	7.03423e-05	2704.53	1353.45	1548.09
24	7.03423e-05	7.52968e-05	2064.75	1190.32	1226.77
25	7.52968e-05	8.05933e-05	2064.75	1190.32	1226.77
26	8.05933e-05	8.62824e-05	1747.39	1076.13	1009.99
27	8.62824e-05	9.24272e-05	1747.39	1076.13	1009.99
28	9.24272e-05	9.91069e-05	1543.39	1000.47	915.497
29	9.91069e-05	0.000106424	1543.39	1000.47	915.497
30	0.000106424	0.000114512	1327.05	968.725	888.082
31	0.000114512	0.000123554	1327.05	968.725	888.082
32	0.000123554	0.000133805	1219.16	1028.55	969.48
33	0.000133805	0.000145639	1219.16	1028.55	969.48
34	0.000145639	0.000159636	1416.25	1354.65	1396.97
35	0.000159636	0.000176766	1416.25	1354.65	1396.97
36	0.000176766	0.000198851	2347.18	2492.09	2637
37	0.000198851	0.000229978	2347.18	2492.09	2637
38	0.000229978	0.00028319	135.69	121.659	135.085
39	0.00028319	inf	135.69	121.659	135.085
