time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.86227e-06	11833	0.0245028	1189.14
1	1.86227e-06	3.77291e-06	10078.8	655.179	1502.32
2	3.77291e-06	5.73451e-06	152.422	16.9724	2407.11
3	5.73451e-06	7.74986e-06	775.01	24.1059	2045.03
4	7.74986e-06	9.82199e-06	2778.54	100.591	2220.72
5	9.82199e-06	1.19542e-05	5521.59	275.435	2282.6
6	1.19542e-05	1.415e-05	8818.33	586.162	2367
7	1.415e-05	1.64135e-05	10755.5	1000.56	2540.55
8	1.64135e-05	1.87488e-05	11541.4	1516.53	2673.11
9	1.87488e-05	2.11607e-05	12299.1	2189.54	2781.15
10	2.11607e-05	2.36543e-05	11542.5	2968.05	2521.23
11	2.36543e-05	2.62355e-05	11542.5	2968.05	2521.23
12	2.62355e-05	2.89105e-05	10592.6	3513.81	2545.02
13	2.89105e-05	3.16865e-05	10592.6	3513.81	2545.02
14	3.16865e-05	3.45714e-05	9051.63	3420.89	2625
15	3.45714e-05	3.75741e-05	9051.63	3420.89	2625
16	3.75741e-05	4.07046e-05	7159.55	3043.45	2516.07
17	4.07046e-05	4.39743e-05	7159.55	3043.45	2516.07
18	4.39743e-05	4.73961e-05	5562.63	2680.99	2290.54
19	4.73961e-05	5.09849e-05	5562.63	2680.99	2290.54
20	5.09849e-05	5.47578e-05	4151.33	2303.23	1935.16
21	5.47578e-05	5.87348e-05	4151.33	2303.23	1935.16
22	5.87348e-05	6.29391e-05	2998.81	1913.14	1639.82
23	6.29391e-05	6.73984e-05	2998.81	1913.14	1639.82
24	6.73984e-05	7.21456e-05	2189.56	1537.95	1297.22
25	7.21456e-05	7.72204e-05	2189.56	1537.95	1297.22
26	7.72204e-05	8.26714e-05	1767.21	1279.38	1033.91
27	8.26714e-05	8.8559e-05	1767.21	1279.38	1033.91
28	8.8559e-05	9.49592e-05	1502.83	1104.32	873.077
29	9.49592e-05	0.00010197	1502.83	1104.32	873.077
30	0.00010197	0.00010972	1349.04	1002.65	807.023
31	0.00010972	0.000118383	1349.04	1002.65	807.023
32	0.000118383	0.000128205	1241.16	1040.51	839.851
33	0.000128205	0.000139544	1241.16	1040.51	839.851
34	0.000139544	0.000152955	1406.94	1321.21	1235.47
35	0.000152955	0.000169368	1406.94	1321.21	1235.47
36	0.000169368	0.000190529	2448.26	2465.2	2482.13
37	0.000190529	0.000220353	2448.26	2465.2	2482.13
38	0.000220353	0.000271338	154.006	134.052	146.776
39	0.000271338	inf	154.006	134.052	146.776
