time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.65686e-06	1239.32
1	2.65686e-06	5.90182e-06	1239.32
2	5.90182e-06	9.86505e-06	9.75307
3	9.86505e-06	1.47055e-05	208.21
4	1.47055e-05	2.06174e-05	1307.83
5	2.06174e-05	2.7838e-05	2930.69
6	2.7838e-05	3.66567e-05	4301.93
7	3.66567e-05	4.74275e-05	4333.65
8	4.74275e-05	6.05824e-05	3216.05
9	6.05824e-05	7.66492e-05	2190.01
10	7.66492e-05	9.62723e-05	1675.03
11	9.62723e-05	0.000120239	1443.44
12	0.000120239	0.000149511	1289.31
13	0.000149511	0.000185261	1293.68
14	0.000185261	0.000228926	1481.32
15	0.000228926	0.000282255	1836.57
16	0.000282255	0.000347389	2175.61
17	0.000347389	0.00042694	2496.46
18	0.00042694	0.0005241	2679.56
19	0.0005241	0.000642766	2667.83
20	0.000642766	0.000787698	2626.62
21	0.000787698	0.000964711	2537.26
22	0.000964711	0.00118091	2289.05
23	0.00118091	0.00144496	1793.25
24	0.00144496	0.00176745	1301.47
25	0.00176745	0.00216133	1073.3
26	0.00216133	0.0026424	1146.66
27	0.0026424	0.00322995	2033.01
28	0.00322995	0.00394755	2033.01
29	0.00394755	0.004824	72.2212
30	0.004824	0.00589444	72.2212
31	0.00589444	inf	72.2212
