time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.7448e-06	5497.75
1	7.7448e-06	1.68043e-05	5497.75
2	1.68043e-05	2.74016e-05	3624.94
3	2.74016e-05	3.97978e-05	3908.95
4	3.97978e-05	5.42983e-05	2629.71
5	5.42983e-05	7.12603e-05	1829.52
6	7.12603e-05	9.11015e-05	1498.18
7	9.11015e-05	0.000114311	1392.76
8	0.000114311	0.00014146	1342.96
9	0.00014146	0.000173217	1391.11
10	0.000173217	0.000210366	1555.2
11	0.000210366	0.00025382	1803.02
12	0.00025382	0.000304651	2090.31
13	0.000304651	0.00036411	2370.11
14	0.00036411	0.000433663	2592.79
15	0.000433663	0.000515022	2721.1
16	0.000515022	0.000610192	2748.8
17	0.000610192	0.000721517	2702.27
18	0.000721517	0.000851739	2607.43
19	0.000851739	0.00100407	2449.84
20	0.00100407	0.00118225	2187.5
21	0.00118225	0.00139068	1824.81
22	0.00139068	0.0016345	1458.86
23	0.0016345	0.0019197	1198.11
24	0.0019197	0.00225331	1088.92
25	0.00225331	0.00264355	1129.12
26	0.00264355	0.00310004	1268.38
27	0.00310004	0.00363402	1368.1
28	0.00363402	0.00425864	1368.1
29	0.00425864	0.00498929	2104.48
30	0.00498929	0.00584396	2104.48
31	0.00584396	inf	2104.48
