time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.72858e-06	6550.66
1	2.72858e-06	6.06114e-06	6550.66
2	6.06114e-06	1.01314e-05	2497.87
3	1.01314e-05	1.51025e-05	1950.74
4	1.51025e-05	2.1174e-05	2184.95
5	2.1174e-05	2.85894e-05	2572.05
6	2.85894e-05	3.76463e-05	2640.44
7	3.76463e-05	4.87078e-05	2396.76
8	4.87078e-05	6.22179e-05	1982
9	6.22179e-05	7.87183e-05	1630.78
10	7.87183e-05	9.88711e-05	1378.42
11	9.88711e-05	0.000123485	1265.78
12	0.000123485	0.000153547	1310.71
13	0.000153547	0.000190263	1438.95
14	0.000190263	0.000235106	1657.03
15	0.000235106	0.000289875	1954.31
16	0.000289875	0.000356767	2253.62
17	0.000356767	0.000438465	2500.6
18	0.000438465	0.000538248	2649.8
19	0.000538248	0.000660117	2692.75
20	0.000660117	0.000808962	2659.8
21	0.000808962	0.000990754	2527.2
22	0.000990754	0.00121278	2197.83
23	0.00121278	0.00148396	1696.7
24	0.00148396	0.00181516	1297.33
25	0.00181516	0.00221968	1120.71
26	0.00221968	0.00271373	1174.96
27	0.00271373	0.00331714	1535.3
28	0.00331714	0.00405412	1535.3
29	0.00405412	0.00495422	642.214
30	0.00495422	0.00605356	642.214
31	0.00605356	inf	642.214
