time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.76352e-06	5016.2
1	7.76352e-06	1.68449e-05	5016.2
2	1.68449e-05	2.74678e-05	3194.46
3	2.74678e-05	3.9894e-05	3654.34
4	3.9894e-05	5.44295e-05	2780.58
5	5.44295e-05	7.14325e-05	1952.22
6	7.14325e-05	9.13217e-05	1503.96
7	9.13217e-05	0.000114587	1341.62
8	0.000114587	0.000141802	1332.75
9	0.000141802	0.000173636	1409.47
10	0.000173636	0.000210874	1573.7
11	0.000210874	0.000254434	1819.9
12	0.000254434	0.000305387	2106.88
13	0.000305387	0.00036499	2378.89
14	0.00036499	0.000434711	2596.89
15	0.000434711	0.000516267	2735.9
16	0.000516267	0.000611666	2780.96
17	0.000611666	0.00072326	2742.75
18	0.00072326	0.000853797	2642.2
19	0.000853797	0.00100649	2455.94
20	0.00100649	0.00118511	2150.83
21	0.00118511	0.00139404	1765.91
22	0.00139404	0.00163845	1417.98
23	0.00163845	0.00192434	1209.65
24	0.00192434	0.00225875	1157.72
25	0.00225875	0.00264994	1227.34
26	0.00264994	0.00310753	1337.29
27	0.00310753	0.0036428	1365.61
28	0.0036428	0.00426893	1365.61
29	0.00426893	0.00500134	712.167
30	0.00500134	0.00585808	712.167
31	0.00585808	inf	712.167
