time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.51136e-06	6170.77
1	2.51136e-06	5.5786e-06	6170.77
2	5.5786e-06	9.32478e-06	1704.35
3	9.32478e-06	1.39002e-05	1688.21
4	1.39002e-05	1.94883e-05	2643.2
5	1.94883e-05	2.63134e-05	4132.23
6	2.63134e-05	3.46492e-05	4897.21
7	3.46492e-05	4.48301e-05	4447.28
8	4.48301e-05	5.72646e-05	3264.71
9	5.72646e-05	7.24514e-05	2234.85
10	7.24514e-05	9.09998e-05	1700.71
11	9.09998e-05	0.000113654	1476.44
12	0.000113654	0.000141322	1400.48
13	0.000141322	0.000175115	1431.52
14	0.000175115	0.000216388	1582.21
15	0.000216388	0.000266797	1837.05
16	0.000266797	0.000328364	2148.26
17	0.000328364	0.000403558	2434.79
18	0.000403558	0.000495397	2630.76
19	0.000495397	0.000607564	2714.87
20	0.000607564	0.000744559	2698.16
21	0.000744559	0.000911878	2589.49
22	0.000911878	0.00111623	2338.36
23	0.00111623	0.00136582	1895.95
24	0.00136582	0.00167066	1425.7
25	0.00167066	0.00204297	1158.8
26	0.00204297	0.00249769	1145.81
27	0.00249769	0.00305306	1420.84
28	0.00305306	0.00373136	1420.84
29	0.00373136	0.00455981	1109.37
30	0.00455981	0.00557163	1109.37
31	0.00557163	inf	1109.37
