time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.56922e-06	6191.36
1	2.56922e-06	5.70714e-06	6191.36
2	5.70714e-06	9.53963e-06	1953.9
3	9.53963e-06	1.42204e-05	1868.24
4	1.42204e-05	1.99373e-05	2484.55
5	1.99373e-05	2.69197e-05	3589.73
6	2.69197e-05	3.54475e-05	4392.26
7	3.54475e-05	4.5863e-05	3825.11
8	4.5863e-05	5.8584e-05	2749.98
9	5.8584e-05	7.41208e-05	2029.71
10	7.41208e-05	9.30965e-05	1598.74
11	9.30965e-05	0.000116273	1407.45
12	0.000116273	0.000144579	1376.07
13	0.000144579	0.00017915	1448.29
14	0.00017915	0.000221374	1607.35
15	0.000221374	0.000272944	1877.32
16	0.000272944	0.00033593	2226.15
17	0.00033593	0.000412857	2431.22
18	0.000412857	0.000506811	2586.74
19	0.000506811	0.000621563	2728.86
20	0.000621563	0.000761714	2722.96
21	0.000761714	0.000932888	2576.27
22	0.000932888	0.00114195	2316.02
23	0.00114195	0.00139729	1834.67
24	0.00139729	0.00170915	1403.08
25	0.00170915	0.00209004	1160.77
26	0.00209004	0.00255523	1194.73
27	0.00255523	0.0031234	1427.49
28	0.0031234	0.00381733	1427.49
29	0.00381733	0.00466487	1155.23
30	0.00466487	0.0057	1155.23
31	0.0057	inf	1155.23
