time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.56226e-06	6078.75
1	2.56226e-06	5.69168e-06	6078.75
2	5.69168e-06	9.5138e-06	2045.55
3	9.5138e-06	1.41819e-05	1940.61
4	1.41819e-05	1.98834e-05	2667.83
5	1.98834e-05	2.68468e-05	3734.56
6	2.68468e-05	3.53516e-05	4338.1
7	3.53516e-05	4.57389e-05	3878.69
8	4.57389e-05	5.84254e-05	2885.05
9	5.84254e-05	7.39201e-05	2023.07
10	7.39201e-05	9.28445e-05	1592.34
11	9.28445e-05	0.000115958	1379.22
12	0.000115958	0.000144187	1352.03
13	0.000144187	0.000178665	1408.74
14	0.000178665	0.000220775	1581.16
15	0.000220775	0.000272205	1872.83
16	0.000272205	0.00033502	2173.4
17	0.00033502	0.000411739	2440.99
18	0.000411739	0.000505439	2702.66
19	0.000505439	0.00061988	2767.3
20	0.00061988	0.000759652	2713.77
21	0.000759652	0.000930363	2593.97
22	0.000930363	0.00113886	2286.13
23	0.00113886	0.00139351	1820.67
24	0.00139351	0.00170452	1401.87
25	0.00170452	0.00208438	1148.86
26	0.00208438	0.00254832	1191.99
27	0.00254832	0.00311495	1387.72
28	0.00311495	0.003807	1387.72
29	0.003807	0.00465224	1007.93
30	0.00465224	0.00568457	1007.93
31	0.00568457	inf	1007.93
