time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.74042e-06	5006.33
1	7.74042e-06	1.67948e-05	5006.33
2	1.67948e-05	2.73861e-05	3568.89
3	2.73861e-05	3.97753e-05	3838.09
4	3.97753e-05	5.42676e-05	2742.18
5	5.42676e-05	7.12199e-05	1872.1
6	7.12199e-05	9.10499e-05	1471.09
7	9.10499e-05	0.000114246	1383.4
8	0.000114246	0.00014138	1379.28
9	0.00014138	0.000173119	1415.79
10	0.000173119	0.000210247	1558.05
11	0.000210247	0.000253677	1813.57
12	0.000253677	0.000304479	2117.27
13	0.000304479	0.000363904	2394.67
14	0.000363904	0.000433417	2596.43
15	0.000433417	0.00051473	2706.73
16	0.00051473	0.000609846	2745.16
17	0.000609846	0.000721108	2730.79
18	0.000721108	0.000851256	2654.6
19	0.000851256	0.0010035	2487.11
20	0.0010035	0.00118158	2200.34
21	0.00118158	0.0013899	1812
22	0.0013899	0.00163357	1430.12
23	0.00163357	0.00191861	1182.49
24	0.00191861	0.00225203	1105.16
25	0.00225203	0.00264206	1156.98
26	0.00264206	0.00309829	1273.48
27	0.00309829	0.00363196	1404.86
28	0.00363196	0.00425623	1404.86
29	0.00425623	0.00498646	1983.53
30	0.00498646	0.00584065	1983.53
31	0.00584065	inf	1983.53
