time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.73106e-06	4844.96
1	7.73106e-06	1.67745e-05	4844.96
2	1.67745e-05	2.7353e-05	3235.9
3	2.7353e-05	3.97272e-05	3850.14
4	3.97272e-05	5.42019e-05	2681.27
5	5.42019e-05	7.11338e-05	1895.5
6	7.11338e-05	9.09398e-05	1530.87
7	9.09398e-05	0.000114108	1402.3
8	0.000114108	0.000141209	1382.54
9	0.000141209	0.00017291	1436.19
10	0.00017291	0.000209992	1571.81
11	0.000209992	0.00025337	1804.59
12	0.00025337	0.00030411	2100.43
13	0.00030411	0.000363464	2382.86
14	0.000363464	0.000432893	2594.28
15	0.000432893	0.000514108	2717.1
16	0.000514108	0.000609109	2755.92
17	0.000609109	0.000720236	2728.69
18	0.000720236	0.000850227	2647.21
19	0.000850227	0.00100228	2485.87
20	0.00100228	0.00118015	2199.57
21	0.00118015	0.00138821	1818.28
22	0.00138821	0.00163159	1457.09
23	0.00163159	0.00191629	1217.51
24	0.00191629	0.00224931	1135.27
25	0.00224931	0.00263886	1193.43
26	0.00263886	0.00309454	1340.51
27	0.00309454	0.00362757	1459.92
28	0.00362757	0.00425108	1459.92
29	0.00425108	0.00498043	722.669
30	0.00498043	0.00583359	722.669
31	0.00583359	inf	722.669
