time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.58531e-06	6570.57
1	2.58531e-06	5.74287e-06	6570.57
2	5.74287e-06	9.59935e-06	1942.36
3	9.59935e-06	1.43095e-05	1590.21
4	1.43095e-05	2.00622e-05	2365.45
5	2.00622e-05	2.70882e-05	3765.32
6	2.70882e-05	3.56695e-05	4294.72
7	3.56695e-05	4.61502e-05	3647.62
8	4.61502e-05	5.89508e-05	2658.64
9	5.89508e-05	7.45848e-05	1909.72
10	7.45848e-05	9.36794e-05	1526.46
11	9.36794e-05	0.000117001	1386.07
12	0.000117001	0.000145484	1360.73
13	0.000145484	0.000180272	1432.16
14	0.000180272	0.00022276	1614.33
15	0.00022276	0.000274653	1892.77
16	0.000274653	0.000338033	2204.35
17	0.000338033	0.000415441	2466.69
18	0.000415441	0.000509984	2641.49
19	0.000509984	0.000625454	2721.99
20	0.000625454	0.000766483	2717.57
21	0.000766483	0.000938729	2610.83
22	0.000938729	0.0011491	2312.7
23	0.0011491	0.00140604	1835.84
24	0.00140604	0.00171985	1384.02
25	0.00171985	0.00210312	1154.41
26	0.00210312	0.00257123	1165.32
27	0.00257123	0.00314296	1336.26
28	0.00314296	0.00384123	1336.26
29	0.00384123	0.00469407	1155.23
30	0.00469407	0.00573569	1155.23
31	0.00573569	inf	1155.23
