time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.62897e-06	4479.17
1	5.62897e-06	1.22135e-05	4479.17
2	1.22135e-05	1.99157e-05	11748.5
3	1.99157e-05	2.89253e-05	13136.5
4	2.89253e-05	3.94643e-05	10617.8
5	3.94643e-05	5.17924e-05	6512.66
6	5.17924e-05	6.62131e-05	3562.37
7	6.62131e-05	8.30817e-05	2204.85
8	8.30817e-05	0.000102814	1699.53
9	0.000102814	0.000125895	1535.31
10	0.000125895	0.000152895	1490.24
11	0.000152895	0.000184478	1517.75
12	0.000184478	0.000221422	1638.36
13	0.000221422	0.000264638	1848.76
14	0.000264638	0.000315189	2104.05
15	0.000315189	0.000374321	2341.23
16	0.000374321	0.000443491	2531.47
17	0.000443491	0.000524402	2670.39
18	0.000524402	0.000619049	2747.55
19	0.000619049	0.000729761	2758.14
20	0.000729761	0.000859267	2696.38
21	0.000859267	0.00101076	2524.3
22	0.00101076	0.00118796	2202.03
23	0.00118796	0.00139525	1772.63
24	0.00139525	0.00163772	1392.83
25	0.00163772	0.00192135	1193.71
26	0.00192135	0.00225313	1186.81
27	0.00225313	0.00264123	1430.48
28	0.00264123	0.0030952	1430.48
29	0.0030952	0.00362624	1120.43
30	0.00362624	0.00424742	1120.43
31	0.00424742	inf	1120.43
