time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.57e-06	6388.66
1	2.57e-06	5.70887e-06	6388.66
2	5.70887e-06	9.54253e-06	1712
3	9.54253e-06	1.42248e-05	1601.95
4	1.42248e-05	1.99434e-05	2367.53
5	1.99434e-05	2.69279e-05	3670.15
6	2.69279e-05	3.54583e-05	4508.9
7	3.54583e-05	4.5877e-05	3985.81
8	4.5877e-05	5.86018e-05	2791.82
9	5.86018e-05	7.41433e-05	1933.75
10	7.41433e-05	9.31248e-05	1555.84
11	9.31248e-05	0.000116308	1415.52
12	0.000116308	0.000144623	1385.18
13	0.000144623	0.000179205	1434.45
14	0.000179205	0.000221442	1589.57
15	0.000221442	0.000273027	1857.41
16	0.000273027	0.000336032	2180.04
17	0.000336032	0.000412982	2466.28
18	0.000412982	0.000506965	2653.97
19	0.000506965	0.000621752	2723.84
20	0.000621752	0.000761946	2693.25
21	0.000761946	0.000933172	2578.32
22	0.000933172	0.0011423	2318.1
23	0.0011423	0.00139772	1864.49
24	0.00139772	0.00170967	1394.36
25	0.00170967	0.00209067	1137.25
26	0.00209067	0.00255601	1146.68
27	0.00255601	0.00312435	1401.78
28	0.00312435	0.00381849	1401.78
29	0.00381849	0.00466628	1879.86
30	0.00466628	0.00570173	1879.86
31	0.00570173	inf	1879.86
