time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.60139e-06	6360.05
1	2.60139e-06	5.77859e-06	6360.05
2	5.77859e-06	9.65907e-06	1943.22
3	9.65907e-06	1.43985e-05	1687.71
4	1.43985e-05	2.0187e-05	2406.98
5	2.0187e-05	2.72567e-05	3739.26
6	2.72567e-05	3.58914e-05	4334.15
7	3.58914e-05	4.64373e-05	3544.89
8	4.64373e-05	5.93175e-05	2557.56
9	5.93175e-05	7.50488e-05	1920.53
10	7.50488e-05	9.42621e-05	1535.53
11	9.42621e-05	0.000117728	1382.63
12	0.000117728	0.000146389	1354.04
13	0.000146389	0.000181393	1402.12
14	0.000181393	0.000224146	1577.29
15	0.000224146	0.000276362	1863.46
16	0.000276362	0.000340136	2155.82
17	0.000340136	0.000418026	2416.94
18	0.000418026	0.000513157	2688.65
19	0.000513157	0.000629345	2728.47
20	0.000629345	0.000771251	2719.29
21	0.000771251	0.000944568	2577.53
22	0.000944568	0.00115625	2278.32
23	0.00115625	0.00141479	1781.98
24	0.00141479	0.00173055	1366.72
25	0.00173055	0.0021162	1149.98
26	0.0021162	0.00258723	1133.16
27	0.00258723	0.00316251	1410.38
28	0.00316251	0.00386513	1410.38
29	0.00386513	0.00472327	1353.05
30	0.00472327	0.00577137	1353.05
31	0.00577137	inf	1353.05
