time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.43474e-06	3531.68
1	5.43474e-06	1.1792e-05	3531.68
2	1.1792e-05	1.92284e-05	15875.2
3	1.92284e-05	2.79272e-05	16979.4
4	2.79272e-05	3.81026e-05	11397.1
5	3.81026e-05	5.00052e-05	6938.48
6	5.00052e-05	6.39284e-05	4174.48
7	6.39284e-05	8.02149e-05	2658.64
8	8.02149e-05	9.92661e-05	1888.77
9	9.92661e-05	0.000121551	1529.75
10	0.000121551	0.000147619	1397.57
11	0.000147619	0.000178112	1408.35
12	0.000178112	0.000213782	1539.34
13	0.000213782	0.000255506	1775.47
14	0.000255506	0.000304313	2055.32
15	0.000304313	0.000361405	2305.02
16	0.000361405	0.000428188	2500.51
17	0.000428188	0.000506307	2643.08
18	0.000506307	0.000597688	2722.69
19	0.000597688	0.00070458	2737.64
20	0.00070458	0.000829617	2689.07
21	0.000829617	0.000975879	2549.53
22	0.000975879	0.00114697	2278.14
23	0.00114697	0.0013471	1895.66
24	0.0013471	0.00158121	1507.86
25	0.00158121	0.00185505	1232.61
26	0.00185505	0.00217538	1127.49
27	0.00217538	0.00255009	1237.42
28	0.00255009	0.0029884	1237.42
29	0.0029884	0.00350111	1797.86
30	0.00350111	0.00410086	1797.86
31	0.00410086	inf	1797.86
