time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.66257e-06	7565.58
1	7.66257e-06	1.66259e-05	7565.58
2	1.66259e-05	2.71107e-05	3126.23
3	2.71107e-05	3.93753e-05	2819.43
4	3.93753e-05	5.37218e-05	2103.13
5	5.37218e-05	7.05037e-05	1744.92
6	7.05037e-05	9.01342e-05	1497.79
7	9.01342e-05	0.000113097	1361.81
8	0.000113097	0.000139958	1353.45
9	0.000139958	0.000171378	1441.43
10	0.000171378	0.000208132	1617.69
11	0.000208132	0.000251125	1862.78
12	0.000251125	0.000301416	2134.2
13	0.000301416	0.000360244	2394.53
14	0.000360244	0.000429059	2599.87
15	0.000429059	0.000509554	2711.72
16	0.000509554	0.000603713	2736.65
17	0.000603713	0.000713856	2713.64
18	0.000713856	0.000842695	2658.59
19	0.000842695	0.000993405	2526.67
20	0.000993405	0.0011697	2241.44
21	0.0011697	0.00137592	1820.3
22	0.00137592	0.00161714	1417.92
23	0.00161714	0.00189931	1159.33
24	0.00189931	0.00222939	1067.91
25	0.00222939	0.00261549	1132.86
26	0.00261549	0.00306713	1338.39
27	0.00306713	0.00359543	1961.82
28	0.00359543	0.00421342	1961.82
29	0.00421342	0.00493631	368.18
30	0.00493631	0.00578191	368.18
31	0.00578191	inf	368.18
