time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.66454e-06	5081.77
1	7.66454e-06	1.66301e-05	5081.77
2	1.66301e-05	2.71177e-05	3981.68
3	2.71177e-05	3.93854e-05	3906.24
4	3.93854e-05	5.37356e-05	2967.95
5	5.37356e-05	7.05218e-05	1941.58
6	7.05218e-05	9.01574e-05	1521.37
7	9.01574e-05	0.000113126	1370.36
8	0.000113126	0.000139994	1340.18
9	0.000139994	0.000171422	1402.98
10	0.000171422	0.000208186	1565.2
11	0.000208186	0.00025119	1819.1
12	0.00025119	0.000301494	2114.09
13	0.000301494	0.000360337	2380.19
14	0.000360337	0.000429169	2577.79
15	0.000429169	0.000509685	2698.28
16	0.000509685	0.000603868	2740.88
17	0.000603868	0.000714039	2713.31
18	0.000714039	0.000842912	2633.07
19	0.000842912	0.000993661	2492.63
20	0.000993661	0.00117	2239.33
21	0.00117	0.00137627	1864.6
22	0.00137627	0.00161756	1485.89
23	0.00161756	0.0018998	1231.25
24	0.0018998	0.00222996	1131.42
25	0.00222996	0.00261616	1169.18
26	0.00261616	0.00306792	1314.9
27	0.00306792	0.00359636	1453.27
28	0.00359636	0.0042145	1453.27
29	0.0042145	0.00493758	738.148
30	0.00493758	0.0057834	738.148
31	0.0057834	inf	738.148
