time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.74045e-06	5037.59
1	7.74045e-06	1.67948e-05	5037.59
2	1.67948e-05	2.73862e-05	3536.6
3	2.73862e-05	3.97755e-05	3821.79
4	3.97755e-05	5.42678e-05	2758.98
5	5.42678e-05	7.12202e-05	1881.95
6	7.12202e-05	9.10503e-05	1472.27
7	9.10503e-05	0.000114247	1379.87
8	0.000114247	0.00014138	1377.92
9	0.00014138	0.00017312	1418.2
10	0.00017312	0.000210248	1560.87
11	0.000210248	0.000253678	1815.41
12	0.000253678	0.00030448	2118.65
13	0.00030448	0.000363906	2395.36
14	0.000363906	0.000433419	2594.15
15	0.000433419	0.000514732	2700.77
16	0.000514732	0.000609849	2738.99
17	0.000609849	0.000721111	2726.9
18	0.000721111	0.00085126	2652.13
19	0.00085126	0.0010035	2485.57
20	0.0010035	0.00118159	2200.18
21	0.00118159	0.0013899	1813.3
22	0.0013899	0.00163358	1433.01
23	0.00163358	0.00191862	1185.1
24	0.00191862	0.00225204	1104.12
25	0.00225204	0.00264207	1144.83
26	0.00264207	0.0030983	1232.73
27	0.0030983	0.00363198	1341.8
28	0.00363198	0.00425624	1341.8
29	0.00425624	0.00498648	2182.56
30	0.00498648	0.00584068	2182.56
31	0.00584068	inf	2182.56
