time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.84626e-06	6709.44
1	2.84626e-06	6.32254e-06	6709.44
2	6.32254e-06	1.05683e-05	3376.73
3	1.05683e-05	1.57538e-05	2131.11
4	1.57538e-05	2.20872e-05	1707.34
5	2.20872e-05	2.98224e-05	1642.11
6	2.98224e-05	3.92699e-05	1525.61
7	3.92699e-05	5.08085e-05	1388.92
8	5.08085e-05	6.49012e-05	1263.65
9	6.49012e-05	8.21133e-05	1233.32
10	8.21133e-05	0.000103135	1229.78
11	0.000103135	0.00012881	1239.39
12	0.00012881	0.000160169	1333.87
13	0.000160169	0.000198468	1481.84
14	0.000198468	0.000245245	1708.67
15	0.000245245	0.000302376	2031.46
16	0.000302376	0.000372153	2259.26
17	0.000372153	0.000457375	2519.04
18	0.000457375	0.000561461	2663.11
19	0.000561461	0.000688586	2702.15
20	0.000688586	0.000843851	2683.17
21	0.000843851	0.00103348	2429.15
22	0.00103348	0.00126509	2131.56
23	0.00126509	0.00154796	1625.08
24	0.00154796	0.00189345	1228.53
25	0.00189345	0.00231541	1079.42
26	0.00231541	0.00283077	1139.91
27	0.00283077	0.0034602	1342.51
28	0.0034602	0.00422896	1342.51
29	0.00422896	0.00516788	1508.42
30	0.00516788	0.00631464	1508.42
31	0.00631464	inf	1508.42
