time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.73752e-06	7082.74
1	2.73752e-06	6.081e-06	7082.74
2	6.081e-06	1.01645e-05	2862.8
3	1.01645e-05	1.5152e-05	1641.04
4	1.5152e-05	2.12434e-05	1652.26
5	2.12434e-05	2.86831e-05	2168.51
6	2.86831e-05	3.77696e-05	2407.01
7	3.77696e-05	4.88674e-05	2139.58
8	4.88674e-05	6.24217e-05	1752.45
9	6.24217e-05	7.89762e-05	1486.29
10	7.89762e-05	9.9195e-05	1374.32
11	9.9195e-05	0.000123889	1318.73
12	0.000123889	0.00015405	1333.07
13	0.00015405	0.000190886	1466.8
14	0.000190886	0.000235876	1702.01
15	0.000235876	0.000290824	1991.22
16	0.000290824	0.000357936	2285.26
17	0.000357936	0.000439902	2523.46
18	0.000439902	0.000540011	2668.54
19	0.000540011	0.00066228	2772.66
20	0.00066228	0.000811612	2683.86
21	0.000811612	0.000993999	2514.32
22	0.000993999	0.00121676	2166.66
23	0.00121676	0.00148882	1693.67
24	0.00148882	0.00182111	1302.88
25	0.00182111	0.00222695	1134.95
26	0.00222695	0.00272262	1204.14
27	0.00272262	0.00332801	1441.36
28	0.00332801	0.0040674	1441.36
29	0.0040674	0.00497045	859.052
30	0.00497045	0.00607339	859.052
31	0.00607339	inf	859.052
