time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.79145e-06	4782.41
1	7.79145e-06	1.69055e-05	4782.41
2	1.69055e-05	2.75667e-05	3575.76
3	2.75667e-05	4.00376e-05	4051.4
4	4.00376e-05	5.46254e-05	2589.28
5	5.46254e-05	7.16895e-05	1674.9
6	7.16895e-05	9.16502e-05	1347.52
7	9.16502e-05	0.000114999	1290.18
8	0.000114999	0.000142312	1318.34
9	0.000142312	0.000174261	1411.95
10	0.000174261	0.000211633	1599.88
11	0.000211633	0.000255349	1869.41
12	0.000255349	0.000306486	2168.19
13	0.000306486	0.000366303	2422.92
14	0.000366303	0.000436275	2588.69
15	0.000436275	0.000518124	2673.24
16	0.000518124	0.000613867	2706.45
17	0.000613867	0.000725862	2702.09
18	0.000725862	0.000856869	2647.52
19	0.000856869	0.00101011	2506.21
20	0.00101011	0.00118937	2222.62
21	0.00118937	0.00139906	1807.42
22	0.00139906	0.00164434	1403.26
23	0.00164434	0.00193126	1142.94
24	0.00193126	0.00226688	1057.49
25	0.00226688	0.00265948	1131.01
26	0.00265948	0.00311871	1371.81
27	0.00311871	0.00365591	2596.3
28	0.00365591	0.00428429	2596.3
29	0.00428429	0.00501934	89.5239
30	0.00501934	0.00587916	89.5239
31	0.00587916	inf	89.5239
