time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.58844e-06	6548.52
1	2.58844e-06	5.74983e-06	6548.52
2	5.74983e-06	9.61099e-06	2031.28
3	9.61099e-06	1.43268e-05	1713.36
4	1.43268e-05	2.00865e-05	2423.52
5	2.00865e-05	2.71211e-05	3652.46
6	2.71211e-05	3.57127e-05	4255.81
7	3.57127e-05	4.62061e-05	3673.31
8	4.62061e-05	5.90223e-05	2583.43
9	5.90223e-05	7.46752e-05	1848.06
10	7.46752e-05	9.3793e-05	1521.9
11	9.3793e-05	0.000117142	1388.97
12	0.000117142	0.00014566	1350.05
13	0.00014566	0.00018049	1427.59
14	0.00018049	0.00022303	1628.83
15	0.00022303	0.000274986	1914.87
16	0.000274986	0.000338443	2218.6
17	0.000338443	0.000415945	2467.96
18	0.000415945	0.000510603	2626.75
19	0.000510603	0.000626212	2697.43
20	0.000626212	0.000767412	2691.28
21	0.000767412	0.000939867	2589.45
22	0.000939867	0.00115049	2310.88
23	0.00115049	0.00140774	1838.1
24	0.00140774	0.00172193	1378.06
25	0.00172193	0.00210567	1138.99
26	0.00210567	0.00257435	1142.89
27	0.00257435	0.00314677	1375.88
28	0.00314677	0.00384589	1375.88
29	0.00384589	0.00469976	1100.25
30	0.00469976	0.00574264	1100.25
31	0.00574264	inf	1100.25
