time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.39926e-06	5266.08
1	2.39926e-06	5.32959e-06	5266.08
2	5.32959e-06	8.90855e-06	1973.29
3	8.90855e-06	1.32797e-05	2808.13
4	1.32797e-05	1.86184e-05	4230.1
5	1.86184e-05	2.51388e-05	5580.07
6	2.51388e-05	3.31026e-05	6132.44
7	3.31026e-05	4.2829e-05	5267.34
8	4.2829e-05	5.47085e-05	3699.17
9	5.47085e-05	6.92174e-05	2477.36
10	6.92174e-05	8.69379e-05	1842.09
11	8.69379e-05	0.000108581	1572.45
12	0.000108581	0.000135014	1460.9
13	0.000135014	0.000167299	1451.97
14	0.000167299	0.00020673	1558.52
15	0.00020673	0.000254888	1786.88
16	0.000254888	0.000313707	2086.97
17	0.000313707	0.000385545	2376.72
18	0.000385545	0.000473284	2596.99
19	0.000473284	0.000580444	2714.34
20	0.000580444	0.000711324	2719.71
21	0.000711324	0.000871175	2635.41
22	0.000871175	0.00106641	2428.9
23	0.00106641	0.00130486	2017.21
24	0.00130486	0.00159608	1516.47
25	0.00159608	0.00195177	1184.83
26	0.00195177	0.0023862	1132.86
27	0.0023862	0.00291678	1545.76
28	0.00291678	0.0035648	1545.76
29	0.0035648	0.00435627	638.935
30	0.00435627	0.00532292	638.935
31	0.00532292	inf	638.935
