time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.62955e-06	4428.82
1	5.62955e-06	1.22147e-05	4428.82
2	1.22147e-05	1.99177e-05	11466
3	1.99177e-05	2.89283e-05	13375.8
4	2.89283e-05	3.94684e-05	10533.9
5	3.94684e-05	5.17978e-05	6438.16
6	5.17978e-05	6.622e-05	3542.18
7	6.622e-05	8.30904e-05	2207.62
8	8.30904e-05	0.000102825	1708.57
9	0.000102825	0.000125909	1539.46
10	0.000125909	0.000152911	1488.53
11	0.000152911	0.000184497	1511.06
12	0.000184497	0.000221445	1627.76
13	0.000221445	0.000264665	1837.43
14	0.000264665	0.000315221	2096.3
15	0.000315221	0.00037436	2339.67
16	0.00037436	0.000443537	2532.53
17	0.000443537	0.000524457	2665.36
18	0.000524457	0.000619113	2731.94
19	0.000619113	0.000729837	2736.91
20	0.000729837	0.000859356	2675.93
21	0.000859356	0.00101086	2506.55
22	0.00101086	0.00118808	2183.61
23	0.00118808	0.00139539	1752.57
24	0.00139539	0.00163789	1367.13
25	0.00163789	0.00192155	1147.97
26	0.00192155	0.00225336	1099.81
27	0.00225336	0.0026415	1232.43
28	0.0026415	0.00309552	1232.43
29	0.00309552	0.00362662	2032.81
30	0.00362662	0.00424787	2032.81
31	0.00424787	inf	2032.81
