time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.43475e-06	3547.07
1	5.43475e-06	1.1792e-05	3547.07
2	1.1792e-05	1.92285e-05	15879.6
3	1.92285e-05	2.79273e-05	16759.9
4	2.79273e-05	3.81027e-05	11238.7
5	3.81027e-05	5.00053e-05	6905.11
6	5.00053e-05	6.39285e-05	4200.65
7	6.39285e-05	8.02151e-05	2680.38
8	8.02151e-05	9.92664e-05	1899.69
9	9.92664e-05	0.000121552	1531.19
10	0.000121552	0.00014762	1393.66
11	0.00014762	0.000178113	1401.87
12	0.000178113	0.000213782	1530.8
13	0.000213782	0.000255507	1765.26
14	0.000255507	0.000304313	2046.78
15	0.000304313	0.000361405	2301.39
16	0.000361405	0.000428189	2500.09
17	0.000428189	0.000506308	2643.51
18	0.000506308	0.000597689	2721.96
19	0.000597689	0.000704581	2731.14
20	0.000704581	0.000829619	2674.48
21	0.000829619	0.000975881	2528.59
22	0.000975881	0.00114697	2253.45
23	0.00114697	0.00134711	1868.35
24	0.00134711	0.00158121	1488.85
25	0.00158121	0.00185506	1240.88
26	0.00185506	0.00217539	1179.14
27	0.00217539	0.00255009	1378.28
28	0.00255009	0.00298841	1378.28
29	0.00298841	0.00350112	1217.31
30	0.00350112	0.00410087	1217.31
31	0.00410087	inf	1217.31
