time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.0652e-06	5197.95
1	8.0652e-06	1.74995e-05	5197.95
2	1.74995e-05	2.85352e-05	1319.26
3	2.85352e-05	4.14443e-05	1851.01
4	4.14443e-05	5.65446e-05	1957.62
5	5.65446e-05	7.42083e-05	1690.67
6	7.42083e-05	9.48703e-05	1382.73
7	9.48703e-05	0.00011904	1248.47
8	0.00011904	0.000147312	1267.26
9	0.000147312	0.000180383	1404.41
10	0.000180383	0.000219069	1628.59
11	0.000219069	0.000264321	1904.09
12	0.000264321	0.000317254	2193.15
13	0.000317254	0.000379174	2452.52
14	0.000379174	0.000451603	2650.59
15	0.000451603	0.000536328	2765.72
16	0.000536328	0.000635435	2785.9
17	0.000635435	0.000751365	2727.29
18	0.000751365	0.000886975	2611.61
19	0.000886975	0.0010456	2409.04
20	0.0010456	0.00123116	2077.49
21	0.00123116	0.00144821	1677.65
22	0.00144821	0.00170211	1343.77
23	0.00170211	0.00199911	1162.42
24	0.00199911	0.00234653	1133.37
25	0.00234653	0.00275292	1197.65
26	0.00275292	0.00322829	1270.43
27	0.00322829	0.00378436	1234.49
28	0.00378436	0.00443482	1234.49
29	0.00443482	0.00519569	1230.17
30	0.00519569	0.00608572	1230.17
31	0.00608572	inf	1230.17
