time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.62909e-06	4220.09
1	5.62909e-06	1.22137e-05	4220.09
2	1.22137e-05	1.99161e-05	11641.4
3	1.99161e-05	2.89259e-05	13338
4	2.89259e-05	3.94652e-05	10609.9
5	3.94652e-05	5.17935e-05	6416.85
6	5.17935e-05	6.62145e-05	3517.73
7	6.62145e-05	8.30835e-05	2197.68
8	8.30835e-05	0.000102816	1703.71
9	0.000102816	0.000125898	1535.37
10	0.000125898	0.000152898	1485.46
11	0.000152898	0.000184482	1511.9
12	0.000184482	0.000221427	1631.99
13	0.000221427	0.000264643	1840.29
14	0.000264643	0.000315195	2091.9
15	0.000315195	0.000374329	2323.38
16	0.000374329	0.0004435	2503.08
17	0.0004435	0.000524413	2628.19
18	0.000524413	0.000619062	2696.11
19	0.000619062	0.000729776	2707.68
20	0.000729776	0.000859285	2656.25
21	0.000859285	0.00101078	2495.68
22	0.00101078	0.00118799	2179.07
23	0.00118799	0.00139528	1752.39
24	0.00139528	0.00163775	1364.38
25	0.00163775	0.00192139	1134.33
26	0.00192139	0.00225318	1067.37
27	0.00225318	0.00264128	1173.03
28	0.00264128	0.00309527	1173.03
29	0.00309527	0.00362632	2396.47
30	0.00362632	0.00424751	2396.47
31	0.00424751	inf	2396.47
