time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.68483e-06	8713.36
1	4.68483e-06	1.01649e-05	8713.36
2	1.01649e-05	1.65752e-05	16452.5
3	1.65752e-05	2.40737e-05	22114.4
4	2.40737e-05	3.28451e-05	17032.1
5	3.28451e-05	4.31053e-05	10288.8
6	4.31053e-05	5.51073e-05	5667.2
7	5.51073e-05	6.91466e-05	3257.41
8	6.91466e-05	8.5569e-05	2186.05
9	8.5569e-05	0.000104779	1690.38
10	0.000104779	0.00012725	1453.71
11	0.00012725	0.000153536	1381.5
12	0.000153536	0.000184283	1430.61
13	0.000184283	0.00022025	1572.04
14	0.00022025	0.000262323	1786.21
15	0.000262323	0.000311537	2031.91
16	0.000311537	0.000369105	2256.56
17	0.000369105	0.000436445	2436.33
18	0.000436445	0.000515217	2573.99
19	0.000515217	0.000607359	2675.14
20	0.000607359	0.000715143	2734.7
21	0.000715143	0.000841224	2727.65
22	0.000841224	0.000988706	2604.06
23	0.000988706	0.00116122	2301.01
24	0.00116122	0.00136303	1845.16
25	0.00136303	0.00159909	1404.34
26	0.00159909	0.00187521	1127.15
27	0.00187521	0.00219822	1059.02
28	0.00219822	0.00257605	1059.02
29	0.00257605	0.00301802	2377.51
30	0.00301802	0.00353501	2377.51
31	0.00353501	inf	2377.51
