time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.68481e-06	8747.83
1	4.68481e-06	1.01649e-05	8747.83
2	1.01649e-05	1.65752e-05	16238.9
3	1.65752e-05	2.40736e-05	21270.6
4	2.40736e-05	3.28449e-05	17191.3
5	3.28449e-05	4.31052e-05	10420.7
6	4.31052e-05	5.51071e-05	5702.33
7	5.51071e-05	6.91463e-05	3249.85
8	6.91463e-05	8.55687e-05	2171.13
9	8.55687e-05	0.000104779	1683.45
10	0.000104779	0.00012725	1449.82
11	0.00012725	0.000153535	1377.55
12	0.000153535	0.000184283	1428.51
13	0.000184283	0.000220249	1573.11
14	0.000220249	0.000262322	1787.91
15	0.000262322	0.000311535	2030.43
16	0.000311535	0.000369103	2250.85
17	0.000369103	0.000436444	2431.03
18	0.000436444	0.000515215	2577.84
19	0.000515215	0.000607357	2690.97
20	0.000607357	0.000715141	2750.99
21	0.000715141	0.000841221	2726.43
22	0.000841221	0.000988703	2580.3
23	0.000988703	0.00116122	2274.76
24	0.00116122	0.00136302	1842.34
25	0.00136302	0.00159908	1419.43
26	0.00159908	0.00187521	1144.3
27	0.00187521	0.00219821	1065.42
28	0.00219821	0.00257604	1065.42
29	0.00257604	0.00301801	2169.48
30	0.00301801	0.003535	2169.48
31	0.003535	inf	2169.48
