time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.54506e-06	6085.41
1	2.54506e-06	5.65347e-06	6085.41
2	5.65347e-06	9.44991e-06	1817.25
3	9.44991e-06	1.40867e-05	1887.9
4	1.40867e-05	1.97498e-05	2863.78
5	1.97498e-05	2.66665e-05	4096.82
6	2.66665e-05	3.51142e-05	4561.5
7	3.51142e-05	4.54317e-05	3949.9
8	4.54317e-05	5.80331e-05	2837.9
9	5.80331e-05	7.34237e-05	2028.98
10	7.34237e-05	9.2221e-05	1633.41
11	9.2221e-05	0.000115179	1466.15
12	0.000115179	0.000143219	1401.08
13	0.000143219	0.000177465	1429.87
14	0.000177465	0.000219292	1580.43
15	0.000219292	0.000270378	1842.79
16	0.000270378	0.00033277	2156.96
17	0.00033277	0.000408974	2445.97
18	0.000408974	0.000502045	2653.16
19	0.000502045	0.000615717	2740.7
20	0.000615717	0.000754551	2708.85
21	0.000754551	0.000924115	2577.19
22	0.000924115	0.00113121	2302.92
23	0.00113121	0.00138415	1860.16
24	0.00138415	0.00169308	1422.88
25	0.00169308	0.00207038	1184.32
26	0.00207038	0.0025312	1179.19
27	0.0025312	0.00309403	1320.58
28	0.00309403	0.00378143	1320.58
29	0.00378143	0.004621	1294.84
30	0.004621	0.0056464	1294.84
31	0.0056464	inf	1294.84
