time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.5428e-06	6253.25
1	2.5428e-06	5.64844e-06	6253.25
2	5.64844e-06	9.44152e-06	2092.44
3	9.44152e-06	1.40742e-05	1764.23
4	1.40742e-05	1.97323e-05	2540.17
5	1.97323e-05	2.66428e-05	3942.65
6	2.66428e-05	3.5083e-05	4701.5
7	3.5083e-05	4.53914e-05	4095.21
8	4.53914e-05	5.79815e-05	2885.48
9	5.79815e-05	7.33585e-05	1981.1
10	7.33585e-05	9.21391e-05	1572.65
11	9.21391e-05	0.000115077	1458.47
12	0.000115077	0.000143092	1408.78
13	0.000143092	0.000177308	1422.46
14	0.000177308	0.000219097	1570.76
15	0.000219097	0.000270137	1848.9
16	0.000270137	0.000332475	2194.9
17	0.000332475	0.000408611	2464.52
18	0.000408611	0.000501599	2628.36
19	0.000501599	0.00061517	2759.31
20	0.00061517	0.00075388	2719.1
21	0.00075388	0.000923294	2537.84
22	0.000923294	0.00113021	2323.7
23	0.00113021	0.00138292	1901.43
24	0.00138292	0.00169157	1419.71
25	0.00169157	0.00206854	1158.57
26	0.00206854	0.00252895	1175.1
27	0.00252895	0.00309128	1394.15
28	0.00309128	0.00377807	1394.15
29	0.00377807	0.00461689	1297.78
30	0.00461689	0.00564138	1297.78
31	0.00564138	inf	1297.78
