time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.62881e-06	4601.69
1	5.62881e-06	1.22131e-05	4601.69
2	1.22131e-05	1.99151e-05	11548.7
3	1.99151e-05	2.89245e-05	13133.8
4	2.89245e-05	3.94632e-05	10568.9
5	3.94632e-05	5.17909e-05	6472.84
6	5.17909e-05	6.62112e-05	3546.53
7	6.62112e-05	8.30794e-05	2197.27
8	8.30794e-05	0.000102811	1692.16
9	0.000102811	0.000125892	1526.65
10	0.000125892	0.000152891	1483.84
11	0.000152891	0.000184473	1514.2
12	0.000184473	0.000221416	1635.56
13	0.000221416	0.00026463	1846.2
14	0.00026463	0.00031518	2101.95
15	0.00031518	0.00037431	2339.1
16	0.00037431	0.000443478	2528.59
17	0.000443478	0.000524388	2667.37
18	0.000524388	0.000619031	2747.54
19	0.000619031	0.000729741	2762.02
20	0.000729741	0.000859243	2697.15
21	0.000859243	0.00101073	2518.44
22	0.00101073	0.00118793	2193.16
23	0.00118793	0.00139521	1763.69
24	0.00139521	0.00163767	1375.87
25	0.00163767	0.0019213	1152.22
26	0.0019213	0.00225306	1102.96
27	0.00225306	0.00264115	1249.16
28	0.00264115	0.00309512	1249.16
29	0.00309512	0.00362614	2244.95
30	0.00362614	0.00424731	2244.95
31	0.00424731	inf	2244.95
