time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.54786e-06	6297.84
1	2.54786e-06	5.65968e-06	6297.84
2	5.65968e-06	9.46031e-06	1726.15
3	9.46031e-06	1.41022e-05	1795.61
4	1.41022e-05	1.97716e-05	2938.33
5	1.97716e-05	2.66958e-05	4257.94
6	2.66958e-05	3.51528e-05	4500.02
7	3.51528e-05	4.54817e-05	3920.3
8	4.54817e-05	5.80969e-05	2897.75
9	5.80969e-05	7.35044e-05	2054.87
10	7.35044e-05	9.23224e-05	1596.97
11	9.23224e-05	0.000115306	1419.73
12	0.000115306	0.000143376	1370.14
13	0.000143376	0.000177661	1414.78
14	0.000177661	0.000219533	1583.28
15	0.000219533	0.000270675	1859.47
16	0.000270675	0.000333136	2174.99
17	0.000333136	0.000409424	2452.44
18	0.000409424	0.000502597	2643.77
19	0.000502597	0.000616394	2729.53
20	0.000616394	0.000755381	2713.49
21	0.000755381	0.000925131	2590.98
22	0.000925131	0.00113246	2319.23
23	0.00113246	0.00138567	1877.98
24	0.00138567	0.00169494	1424.98
25	0.00169494	0.00207266	1176.47
26	0.00207266	0.00253399	1164.42
27	0.00253399	0.00309743	1278.28
28	0.00309743	0.00378559	1278.28
29	0.00378559	0.00462608	1281.56
30	0.00462608	0.0056526	1281.56
31	0.0056526	inf	1281.56
