time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.629e-06	4591.19
1	5.629e-06	1.22135e-05	4591.19
2	1.22135e-05	1.99158e-05	11676.8
3	1.99158e-05	2.89255e-05	13166.4
4	2.89255e-05	3.94646e-05	10562.6
5	3.94646e-05	5.17927e-05	6517.46
6	5.17927e-05	6.62135e-05	3559.99
7	6.62135e-05	8.30823e-05	2200.77
8	8.30823e-05	0.000102814	1701.11
9	0.000102814	0.000125896	1536.84
10	0.000125896	0.000152896	1491.79
11	0.000152896	0.000184479	1518.81
12	0.000184479	0.000221424	1635.99
13	0.000221424	0.000264639	1843.19
14	0.000264639	0.000315191	2099.06
15	0.000315191	0.000374323	2340.1
16	0.000374323	0.000443494	2533.93
17	0.000443494	0.000524406	2672.28
18	0.000524406	0.000619052	2743.51
19	0.000619052	0.000729766	2748.05
20	0.000729766	0.000859272	2684.24
21	0.000859272	0.00101076	2518.7
22	0.00101076	0.00118797	2206.5
23	0.00118797	0.00139526	1774.81
24	0.00139526	0.00163773	1377.77
25	0.00163773	0.00192136	1150.69
26	0.00192136	0.00225314	1095.9
27	0.00225314	0.00264124	1201.4
28	0.00264124	0.00309522	1201.4
29	0.00309522	0.00362626	1687.48
30	0.00362626	0.00424745	1687.48
31	0.00424745	inf	1687.48
