time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.6334e-06	5675.45
1	7.6334e-06	1.65626e-05	5675.45
2	1.65626e-05	2.70075e-05	3915.17
3	2.70075e-05	3.92254e-05	3825.82
4	3.92254e-05	5.35173e-05	2853.39
5	5.35173e-05	7.02353e-05	2013.65
6	7.02353e-05	8.97911e-05	1602.49
7	8.97911e-05	0.000112667	1390.86
8	0.000112667	0.000139425	1347.78
9	0.000139425	0.000170726	1411.38
10	0.000170726	0.00020734	1556.1
11	0.00020734	0.000250169	1769.02
12	0.000250169	0.000300269	2029.88
13	0.000300269	0.000358873	2304.3
14	0.000358873	0.000427425	2547.45
15	0.000427425	0.000507614	2714.91
16	0.000507614	0.000601415	2785.92
17	0.000601415	0.000711138	2772.29
18	0.000711138	0.000839487	2679.48
19	0.000839487	0.000989623	2484.94
20	0.000989623	0.00116525	2170.4
21	0.00116525	0.00137068	1779.05
22	0.00137068	0.00161099	1427.3
23	0.00161099	0.00189208	1211.55
24	0.00189208	0.0022209	1159.84
25	0.0022209	0.00260553	1254.72
26	0.00260553	0.00305545	1463.41
27	0.00305545	0.00358175	2086.7
28	0.00358175	0.00419738	2086.7
29	0.00419738	0.00491752	108.312
30	0.00491752	0.0057599	108.312
31	0.0057599	inf	108.312
