time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.33979e-06	4939
1	2.33979e-06	5.19748e-06	4939
2	5.19748e-06	8.68773e-06	1635.39
3	8.68773e-06	1.29505e-05	2645.24
4	1.29505e-05	1.81569e-05	4581.23
5	1.81569e-05	2.45157e-05	6701.03
6	2.45157e-05	3.2282e-05	7088.54
7	3.2282e-05	4.17674e-05	5967.12
8	4.17674e-05	5.33524e-05	4198.96
9	5.33524e-05	6.75017e-05	2780.42
10	6.75017e-05	8.47829e-05	1997.39
11	8.47829e-05	0.000105889	1628.27
12	0.000105889	0.000131668	1462.55
13	0.000131668	0.000163152	1428.59
14	0.000163152	0.000201605	1537.88
15	0.000201605	0.00024857	1774.81
16	0.00024857	0.000305931	2067.74
17	0.000305931	0.000375988	2337.47
18	0.000375988	0.000461552	2540.5
19	0.000461552	0.000566056	2657
20	0.000566056	0.000693692	2678.96
21	0.000693692	0.00084958	2605.27
22	0.00084958	0.00103997	2425.71
23	0.00103997	0.00127251	2080.68
24	0.00127251	0.00155652	1599.93
25	0.00155652	0.00190339	1234.43
26	0.00190339	0.00232705	1120.14
27	0.00232705	0.00284448	1224.05
28	0.00284448	0.00347644	1224.05
29	0.00347644	0.00424829	1347.99
30	0.00424829	0.00519098	1347.99
31	0.00519098	inf	1347.99
