time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.54848e-06	6068.19
1	2.54848e-06	5.66106e-06	6068.19
2	5.66106e-06	9.46261e-06	1851.36
3	9.46261e-06	1.41056e-05	1849.58
4	1.41056e-05	1.97764e-05	2770.56
5	1.97764e-05	2.67023e-05	4025.51
6	2.67023e-05	3.51613e-05	4592.44
7	3.51613e-05	4.54927e-05	3954.02
8	4.54927e-05	5.8111e-05	2868.74
9	5.8111e-05	7.35223e-05	2003.26
10	7.35223e-05	9.23449e-05	1558.64
11	9.23449e-05	0.000115334	1409.88
12	0.000115334	0.000143411	1379.15
13	0.000143411	0.000177704	1431.52
14	0.000177704	0.000219587	1589.61
15	0.000219587	0.000270741	1858.14
16	0.000270741	0.000333217	2182.94
17	0.000333217	0.000409523	2467.71
18	0.000409523	0.000502719	2646.19
19	0.000502719	0.000616544	2709.06
20	0.000616544	0.000755564	2684.63
21	0.000755564	0.000925356	2594.04
22	0.000925356	0.00113273	2349.5
23	0.00113273	0.00138601	1875.1
24	0.00138601	0.00169535	1403.18
25	0.00169535	0.00207316	1173.71
26	0.00207316	0.0025346	1192.42
27	0.0025346	0.00309818	1369.54
28	0.00309818	0.00378651	1369.54
29	0.00378651	0.0046272	1027.76
30	0.0046272	0.00565398	1027.76
31	0.00565398	inf	1027.76
