time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.59758e-06	6135.94
1	2.59758e-06	5.77014e-06	6135.94
2	5.77014e-06	9.64494e-06	1980.47
3	9.64494e-06	1.43774e-05	1888.02
4	1.43774e-05	2.01574e-05	2626.7
5	2.01574e-05	2.72169e-05	3869.04
6	2.72169e-05	3.58389e-05	4378.99
7	3.58389e-05	4.63694e-05	3700.13
8	4.63694e-05	5.92308e-05	2580.46
9	5.92308e-05	7.4939e-05	1849.52
10	7.4939e-05	9.41243e-05	1505.18
11	9.41243e-05	0.000117556	1372.14
12	0.000117556	0.000146175	1337.88
13	0.000146175	0.000181128	1404.56
14	0.000181128	0.000223818	1593.54
15	0.000223818	0.000275958	1878.16
16	0.000275958	0.000339638	2183.53
17	0.000339638	0.000417414	2444.81
18	0.000417414	0.000512406	2627.74
19	0.000512406	0.000628425	2705
20	0.000628425	0.000770123	2689.74
21	0.000770123	0.000943187	2583.69
22	0.000943187	0.00115456	2299.71
23	0.00115456	0.00141272	1827.04
24	0.00141272	0.00172802	1382.66
25	0.00172802	0.00211311	1154.17
26	0.00211311	0.00258344	1172.95
27	0.00258344	0.00315788	1484.79
28	0.00315788	0.00385948	1484.79
29	0.00385948	0.00471637	657.94
30	0.00471637	0.00576293	657.94
31	0.00576293	inf	657.94
