time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.75952e-06	6967.15
1	7.75952e-06	1.68362e-05	6967.15
2	1.68362e-05	2.74537e-05	2233.25
3	2.74537e-05	3.98735e-05	2045.91
4	3.98735e-05	5.44015e-05	1757.44
5	5.44015e-05	7.13957e-05	1426.58
6	7.13957e-05	9.12746e-05	1313.87
7	9.12746e-05	0.000114528	1362.7
8	0.000114528	0.000141729	1461.95
9	0.000141729	0.000173547	1544.88
10	0.000173547	0.000210766	1674.35
11	0.000210766	0.000254303	1877.13
12	0.000254303	0.00030523	2127.59
13	0.00030523	0.000364802	2383
14	0.000364802	0.000434487	2596.16
15	0.000434487	0.000516	2738.71
16	0.000516	0.000611351	2799.76
17	0.000611351	0.000722887	2778.57
18	0.000722887	0.000853357	2684.9
19	0.000853357	0.00100597	2499.23
20	0.00100597	0.0011845	2184.34
21	0.0011845	0.00139332	1779.9
22	0.00139332	0.0016376	1408.42
23	0.0016376	0.00192334	1162.64
24	0.00192334	0.00225759	1058.01
25	0.00225759	0.00264858	1077.72
26	0.00264858	0.00310593	1235.39
27	0.00310593	0.00364092	2660.82
28	0.00364092	0.00426673	2660.82
29	0.00426673	0.00499876	131.635
30	0.00499876	0.00585506	131.635
31	0.00585506	inf	131.635
