time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.17585e-06	4697.7
1	2.17585e-06	4.83332e-06	4697.7
2	4.83332e-06	8.07902e-06	1440.91
3	8.07902e-06	1.20432e-05	2828.92
4	1.20432e-05	1.68847e-05	5650.49
5	1.68847e-05	2.2798e-05	8937.96
6	2.2798e-05	3.00202e-05	10046.4
7	3.00202e-05	3.8841e-05	8279.17
8	3.8841e-05	4.96142e-05	5664.1
9	4.96142e-05	6.27722e-05	3537.56
10	6.27722e-05	7.88426e-05	2312.18
11	7.88426e-05	9.84702e-05	1728.9
12	9.84702e-05	0.000122442	1493.68
13	0.000122442	0.000151721	1399.62
14	0.000151721	0.00018748	1458.94
15	0.00018748	0.000231154	1658.78
16	0.000231154	0.000284496	1944.42
17	0.000284496	0.000349644	2223.74
18	0.000349644	0.000429214	2469.45
19	0.000429214	0.000526396	2631.7
20	0.000526396	0.000645089	2687.1
21	0.000645089	0.000790054	2695.6
22	0.000790054	0.000967108	2542.8
23	0.000967108	0.00118335	2226.44
24	0.00118335	0.00144746	1686.52
25	0.00144746	0.00177003	1285.31
26	0.00177003	0.002164	1151.59
27	0.002164	0.00264518	1346.1
28	0.00264518	0.00323286	1346.1
29	0.00323286	0.00395063	1222.27
30	0.00395063	0.00482728	1222.27
31	0.00482728	inf	1222.27
