time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.60818e-06	6293.06
1	2.60818e-06	5.79368e-06	6293.06
2	5.79368e-06	9.68428e-06	2076.33
3	9.68428e-06	1.44361e-05	1687.49
4	1.44361e-05	2.02397e-05	2385.66
5	2.02397e-05	2.73279e-05	3760.18
6	2.73279e-05	3.5985e-05	4359.77
7	3.5985e-05	4.65585e-05	3479.07
8	4.65585e-05	5.94723e-05	2495.74
9	5.94723e-05	7.52447e-05	1879.94
10	7.52447e-05	9.45082e-05	1526.56
11	9.45082e-05	0.000118036	1361.98
12	0.000118036	0.000146771	1332.38
13	0.000146771	0.000181867	1413.01
14	0.000181867	0.000224731	1613.14
15	0.000224731	0.000277083	1912.94
16	0.000277083	0.000341023	2155.7
17	0.000341023	0.000419117	2433.47
18	0.000419117	0.000514496	2606.86
19	0.000514496	0.000630988	2692.51
20	0.000630988	0.000773264	2717.54
21	0.000773264	0.000947034	2579.76
22	0.000947034	0.00115927	2310.39
23	0.00115927	0.00141848	1813.45
24	0.00141848	0.00173507	1398.5
25	0.00173507	0.00212173	1140.78
26	0.00212173	0.00259398	1104.8
27	0.00259398	0.00317076	1313.2
28	0.00317076	0.00387522	1313.2
29	0.00387522	0.0047356	1215.59
30	0.0047356	0.00578643	1215.59
31	0.00578643	inf	1215.59
