time,ceu_ne,yri_ne,ceu_m,yri_m
0.0,36.91244788075014,1.1442221643917323,0.0,0.0
131.67,14.897817703054107,1.1442221643917323,0.0,0.0
171.7407915760577,7.04453212824083,1.1442221643917323,0.0,0.0
224.0062238260112,3.6896122183036897,1.1442221643917323,0.0,0.0
292.1774603010763,2.0658747631563488,1.1442221643917323,0.0,0.0
381.09507338641316,1.2161701042289077,1.1442221643917323,0.0,0.0
497.07275437926927,0.753623922217417,1.1442221643917323,0.0,0.0
648.3456239689148,0.4992796750176852,1.1442221643917323,0.0,0.0
845.6549758889229,0.362583322504241,1.1442221643917323,0.0,0.0
1103.0109740973314,0.2968725345828801,1.1442221643917323,0.0,0.0
1206.896551724138,0.286371493691325,1.1442221643917323,0.0,27.669866666666664
1438.6874596229527,0.2807169418427646,1.1442221643917323,0.0,27.669866666666664
1876.5195044140146,0.31028767973446025,1.1442221643917323,0.0,27.669866666666664
2241.3793103448274,0.36107481733496477,1.1442221643917323,0.0,0.0
2447.5958464036958,0.39815181178994635,1.1442221643917323,0.0,0.0
3192.466378975025,0.5752878696316018,1.1442221643917323,1.1636619804554313,0.0
4164.021440002439,0.8870105402709897,1.1442221643917323,6.64495288138449,0.0
5431.247347502808,1.3601405288365245,1.3601405288365245,12.12624378231351,0.0
7084.124847767116,1.9257363867414072,1.9257363867414072,14.312000000000001,0.0
9240.018295580952,2.3683289398626104,2.3683289398626104,14.312000000000001,0.0
12052.00923718635,2.4528403797683147,2.4528403797683147,14.312000000000001,0.0
15719.766131057533,2.1622256370286173,2.1622256370286173,14.312000000000001,0.0
20503.722022771497,1.7114603212814727,1.7114603212814727,14.312000000000001,0.0
26743.5668751137,1.323889657752565,1.323889657752565,14.312000000000001,0.0
34882.36762132044,1.0977874593797183,1.0977874593797183,14.312000000000001,0.0
45498.02861192849,1.0466912322866575,1.0466912322866575,14.312000000000001,0.0
59344.32633829057,1.1696976810589326,1.1696976810589326,14.312000000000001,0.0
77404.43214768669,1.4578865585640426,1.4578865585640426,14.312000000000001,0.0
100960.72338831138,1.8007731264782807,1.8007731264782807,14.312000000000001,0.0
131685.83999999988,1.8994236867977172,1.8994236867977172,14.312000000000001,0.0
