time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.2915e-06	4403.08	4758.81	6299.390000000002
1	2.2915e-06	5.09023e-06	4403.08	4758.81	6299.390000000002
2	5.09023e-06	8.50844e-06	4403.08	1874.92	6299.390000000002
3	8.50844e-06	1.26833e-05	5146.1720000000005	3421.66	6299.390000000002
4	1.26833e-05	1.77822e-05	11833.999999999998	5928.41	5056.964000000001
5	1.77822e-05	2.40098e-05	12674.660000000002	7243.97	4228.68
6	2.40098e-05	3.16158e-05	12438.09	7496.05	6174.799999999999
7	3.16158e-05	4.09055e-05	10168.069	6385.19	5370.835999999999
8	4.09055e-05	5.22514e-05	6475.09	4563.29	4076.188
9	5.22514e-05	6.61087e-05	3532.68	2905.6	2743.54
10	6.61087e-05	8.30333e-05	2331.594	2088.0	1889.9440000000002
11	8.30333e-05	0.000103704	1751.5960000000005	1711.98	1553.204
12	0.000103704	0.00012895	1528.281	1529.7	1396.8299999999997
13	0.00012895	0.000159785	1491.9239999999998	1461.0	1376.5399999999997
14	0.000159785	0.000197445	1551.486	1491.32	1516.5369999999998
15	0.000197445	0.000243441	1717.6560000000002	1759.83	1761.99
16	0.000243441	0.000299617	1993.9139999999998	2103.25	2077.116
17	0.000299617	0.000368229	2262.8379999999997	2305.23	2354.78
18	0.000368229	0.000452028	2517.0750000000003	2465.45	2564.4519999999998
19	0.000452028	0.000554375	2666.68	2550.54	2686.4979999999996
20	0.000554375	0.000679377	2729.5879999999997	2692.19	2694.99
21	0.000679377	0.000832048	2710.328	2675.92	2648.8600000000006
22	0.000832048	0.00101851	2551.012	2454.11	2508.12
23	0.00101851	0.00124625	2087.832	2052.51	2165.6479999999997
24	0.00124625	0.0015244	1585.5520000000004	1664.61	1660.5630000000003
25	0.0015244	0.00186411	1248.9219999999998	1277.36	1273.7
26	0.00186411	0.00227903	1184.95	1147.68	1103.8370000000002
27	0.00227903	0.00278578	1568.9699999999996	1334.7	1142.4870000000003
28	0.00278578	0.0034047	1307.1824	1334.7	1277.43
29	0.0034047	0.00416062	914.5010000000001	1154.85	1389.63
30	0.00416062	0.00508386	914.5010000000001	1154.85	1464.43
31	0.00508386	inf	914.501	1154.85	1464.43
