left_time_boundary	im_N1	im_N2	m	M
0.0	9816.541052426866	6629.428539428749	0.000649331875784765	0.24126299932420492
212.6032	9816.541052426866	6629.428539428749	0.000649331875784765	0.4584463695459391
472.2648	8509.193848536755	5673.572334536647	2.0835819696084386e-72	0.4584463695459391
789.4032	2818.997739958331	6319.101210354387	1.4003293337021565e-36	0.4584463695459391
1176.736	1774.117106134501	9204.11230851668	2.1050521107606546e-35	0.4584463695459391
1649.8160000000003	1432.839729624278	18745.77818763549	9.022338844966629e-05	0.5120646870991217
2227.6	1749.9775346116014	19302.913322824104	0.00016042526018441447	0.6109277549404644
2933.2799999999997	2369.537936255118	19668.206887458586	0.00010642093798674661	0.6761369017420024
3795.16	3615.2151875763566	19946.041641732656	7.792596049312472e-05	0.7251401905938457
4847.824	5121.964674471063	22470.961721919553	5.956446684237463e-05	0.7641723121050685
6133.488000000001	7929.7634890128365	21199.80149683474	0.00012964337045557318	0.8430450235118865
7703.728000000001	11793.234883639687	17543.97555279214	0.0001583223365512098	0.9144842671170923
9621.52	14659.573794235077	15627.060035034156	0.00026003857055689565	0.974707364151854
11963.84	13496.363737139634	14345.44141298693	6.251822698831568e-05	0.9823133698988904
14824.64	10724.236671355127	13331.992704615292	5.691767150730612e-05	0.9881175895009727
18318.72	7616.906555416123	12567.56931300064	4.8418198424570045e-05	0.9921397714475289
22586.160000000003	5548.124129388957	12079.421878505083	5.274929719424459e-05	0.9954644016742141
27798.160000000003	4125.010304209517	11787.040204031284	5.879616235879475e-05	0.9978544371897174
34163.840000000004	3440.880436562596	11412.753917790742	6.091995747614874e-05	0.9991679554743595
41938.560000000005	3264.0921556516037	9279.079891818841	5.696684206036056e-05	0.9997179714942209
51434.24	4226.9474455041245	6009.928527829441	4.605927052798311e-05	0.9999031017433133
63031.76	4994.135865869176	4629.287487366613	3.939918952923008e-05	0.9999682621220388
77196.40000000001	6224.225085549974	5698.481497156857	3.964498464112296e-05	0.9999919487601087
94496.00000000001	9457.727946457131	9121.649426101458	3.677736557128522e-05	0.999998298272254
115625.6	14107.840443710646	14022.866683132303	2.027633654307706e-05	0.9999994024243825
141432.0	17745.63041725957	17700.48239024188	1.1184489244908461e-05	0.999999704742924
172950.40000000002	18153.675155479737	18359.45057661086	9.17269734482817e-06	0.9999998542873133
211445.6	16559.886120295338	16607.202079913088	3.5596760464574475e-06	0.9999998957373366
258461.6	16559.886120295338	16607.202079913088	3.5596760464574475e-06	0.9999999307236872
315884.00000000006	15966.88445500651	16077.310974964	1.8926770761091645e-07	0.99999993253864
386017.60000000003	15966.88445500651	16077.310974964	1.8926770761091645e-07	0.9999999346909343
471674.4	15966.88445500651	16077.310974964	1.8926770761091645e-07	0.9999999617748199
