left_time_boundary	im_N1	im_N2	m	M
0.0	4007.4407816007033	5889.240313955418	0.000686940900107019	0.2179820468471505
178.96560000000002	4007.4407816007033	5889.240313955418	0.000686940900107019	0.42084177478723905
397.5448	3727.354753820758	5525.9421110943595	3.4782990635305495e-34	0.42084177478723905
664.5072	2351.6010126586793	5222.11024248694	0.00010451638700261275	0.458999614056005
990.56	1451.9631098395578	3834.594483517071	0.0002786118213879806	0.5666610724991995
1388.784	945.3324697641239	3477.878829370435	0.00018572486210723988	0.6382852444033141
1875.1600000000003	940.8765259705204	3010.8477064718422	0.00024161003938671447	0.7285419152664814
2469.1920000000005	1120.8712383018321	3964.216709285284	0.00018110449013346473	0.7912743350750927
3194.704	1864.8733241101993	4733.578594541359	7.131964893833483e-05	0.8160569151658947
4080.8160000000003	3093.98382775511	7114.198421644812	2.9918627131528268e-05	0.8275914138306923
5163.072	5901.897945536197	10098.80321995479	8.027939022153725e-05	0.8605593196588608
6484.88	9744.773641590598	12767.510274055887	0.00011953606803757133	0.9052083596115706
8099.280000000001	14146.991841276807	13640.334864772038	0.00014271674004598175	0.9460046603647849
10070.960000000001	16110.686936334088	13799.342885541993	0.00013537777093722812	0.9718695276617481
12479.2	14487.503196984368	13347.466138281376	0.00011138334759274947	0.9853907920745448
15420.4	11101.523670907838	12455.593979942687	6.500437644053635e-05	0.9908419857770596
19012.64	8333.541713488203	11739.374950767486	5.846888697464317e-05	0.9945173900524505
23400.0	6158.351958624921	11220.170882878409	5.443079521565929e-05	0.9969405355284232
28758.56	4878.758006662766	11034.707985842697	5.76096408068205e-05	0.9985606794353458
35303.200000000004	3985.5055904800993	11039.184050779902	5.843981808817625e-05	0.999434525363837
43296.560000000005	3230.3107137267357	10751.5659819015	5.573162791217646e-05	0.9998095292347159
53059.12	3022.184660795019	7986.531339771875	4.359303493896377e-05	0.9999326483839805
64982.72000000001	5130.858988066448	5032.256522911524	3.533890339604155e-05	0.9999759373671718
79545.52	6447.671148665768	6222.180888424845	2.9592493908995104e-05	0.9999916022187837
97332.0	10864.214132730653	10369.529915426338	2.8398722965777557e-05	0.9999975547551707
119055.2	16442.073984920153	16277.972714303289	1.3800813243193572e-05	0.9999988243526893
145587.2	19963.698574552127	20219.12928914013	6.316943038070024e-06	0.9999992193040752
177991.2	19946.59189048453	20343.356280509026	3.027215620791833e-06	0.9999993856493383
217568.8	19946.59189048453	20343.356280509026	3.027215620791833e-06	0.9999995415234251
265906.4	15715.763169664655	15854.200408081477	3.0973840791018694e-07	0.999999557987894
324943.2	15715.763169664655	15854.200408081477	3.0973840791018694e-07	0.9999995772969095
397048.0	15715.763169664655	15854.200408081477	3.0973840791018694e-07	0.9999997978956948
