time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.54345e-06	3558.37	6167.52	5051.9
1	2.54345e-06	5.6499e-06	3558.37	6167.52	5051.9
2	5.6499e-06	9.44395e-06	3558.37	1797.32	5051.9
3	9.44395e-06	1.40778e-05	8459.581999999999	1707.3	5051.9
4	1.40778e-05	1.97374e-05	15811.399999999996	2558.56	4283.705
5	1.97374e-05	2.66497e-05	16826.299999999996	4002.17	3515.5099999999998
6	2.66497e-05	3.5092e-05	12401.819999999998	4816.39	3776.672
7	3.5092e-05	4.54031e-05	8224.044	4065.34	3276.4799999999996
8	4.54031e-05	5.79964e-05	5275.0019999999995	2845.32	2573.609999999999
9	5.79964e-05	7.33773e-05	3277.6320000000005	1977.77	1838.4269999999997
10	7.33773e-05	9.21628e-05	2206.5879999999997	1605.72	1473.5400000000002
11	9.21628e-05	0.000115106	1675.4219999999996	1451.83	1382.5399999999997
12	0.000115106	0.000143129	1431.5569999999996	1399.03	1379.81
13	0.000143129	0.000177353	1397.964	1430.99	1432.7649999999994
14	0.000177353	0.000219154	1542.59	1586.92	1610.9740000000002
15	0.000219154	0.000270207	1826.3419999999994	1846.19	1903.837
16	0.000270207	0.00033256	2153.982	2172.0	2224.608
17	0.00033256	0.000408716	2426.1780000000003	2466.36	2489.3499999999995
18	0.000408716	0.000501728	2607.4470000000006	2629.9	2665.982
19	0.000501728	0.000615329	2721.3219999999997	2724.48	2732.9639999999995
20	0.000615329	0.000754075	2717.104	2690.0	2719.586
21	0.000754075	0.000923532	2607.6849999999995	2596.79	2592.726
22	0.000923532	0.0011305	2351.9519999999998	2316.19	2313.21
23	0.0011305	0.00138328	1886.3659999999995	1879.49	1919.9189999999994
24	0.00138328	0.00169201	1413.8719999999998	1421.46	1434.96
25	0.00169201	0.00206907	1175.9449999999997	1164.91	1156.8410000000001
26	0.00206907	0.00252961	1198.432	1165.83	1136.69
27	0.00252961	0.00309208	1299.376	1364.76	1239.7939999999999
28	0.00309208	0.00377905	1934.7399999999996	1364.76	1402.0869999999995
29	0.00377905	0.00461808	1934.7399999999996	1281.91	1418.868
30	0.00461808	0.00564283	1934.7399999999996	1281.91	1420.4400000000003
31	0.00564283	inf	1934.74	1281.91	1420.44
