time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.57e-06	4398.290000000001	6385.54	5437.5
1	2.57e-06	5.70887e-06	4398.290000000001	6385.54	5437.5
2	5.70887e-06	9.54253e-06	4398.290000000001	1707.39	5437.5
3	9.54253e-06	1.42248e-05	7338.534	1604.87	5437.5
4	1.42248e-05	1.99434e-05	11748.899999999996	2390.06	4521.0599999999995
5	1.99434e-05	2.69279e-05	13159.2	3671.0	3604.62
6	2.69279e-05	3.54583e-05	11354.600000000002	4515.55	3911.3399999999997
7	3.54583e-05	4.5877e-05	8122.777999999999	3972.71	3302.8
8	4.5877e-05	5.86018e-05	5018.945	2812.34	2410.5260000000003
9	5.86018e-05	7.41433e-05	2880.435	1940.67	1794.2859999999998
10	7.41433e-05	9.31248e-05	1953.7750000000003	1559.78	1480.8819999999998
11	9.31248e-05	0.000116308	1616.7399999999998	1420.17	1391.0799999999997
12	0.000116308	0.000144623	1505.6079999999997	1391.98	1349.5619999999997
13	0.000144623	0.000179205	1508.0720000000003	1444.48	1408.245
14	0.000179205	0.000221442	1613.1679999999997	1604.31	1602.01
15	0.000221442	0.000273027	1870.3169999999998	1879.18	1883.5580000000004
16	0.000273027	0.000336032	2167.911	2210.42	2197.1980000000003
17	0.000336032	0.000412982	2429.9049999999997	2437.87	2504.308
18	0.000412982	0.000506965	2610.8420000000006	2616.23	2689.6599999999994
19	0.000506965	0.000621752	2728.446000000001	2762.21	2748.801
20	0.000621752	0.000761946	2745.3879999999995	2665.48	2684.2700000000004
21	0.000761946	0.000933172	2632.0600000000004	2550.08	2545.1459999999997
22	0.000933172	0.0011423	2331.3580000000006	2313.31	2298.564
23	0.0011423	0.00139772	1846.2580000000005	1853.73	1907.0520000000006
24	0.00139772	0.00170967	1321.6660000000004	1406.07	1419.638
25	0.00170967	0.00209067	1128.022	1143.11	1169.902
26	0.00209067	0.00255601	1200.544	1149.89	1123.78
27	0.00255601	0.00312435	1265.48	1410.83	1236.568
28	0.00312435	0.00381849	2468.7899999999995	1410.83	1395.97
29	0.00381849	0.00466628	2468.7899999999995	1873.24	1474.7859999999998
30	0.00466628	0.00570173	2468.7899999999995	1873.24	1593.0099999999995
31	0.00570173	inf	2468.79	1873.24	1593.01
